"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Alyn-Cockshaw","Alyn Cockshaw","","Lord","","House Cockshaw;House Blackfyre","","","mentioned"
"Alyn-Velaryon","Alyn Velaryon","","Lord of the Tides;Master of Driftmark;Admiral;Master of ships","Alyn Velaryon;Alyn of Hull;The Oakenfist;Lord Oakenfist","House Velaryon;House Targaryen;Blacks","","Valyrian","mentioned"
"Alysanne-Targaryen","Alysanne Targaryen","Alysanne of House Targaryen","","Alysanne Targaryen;Good Queen Alysanne;Queen","House Targaryen","House Targaryen","","mentioned"
"Argilac","Argilac","","","Argilac;Argilac the Arrogant;Storm King","House Durrandon;","House Durrandon;","","mentioned"
"Arrec-Durrandon","Arrec Durrandon","Arrec Durrandon","","Arrec Durrandon;Storm King","House Durrandon","House Durrandon","","mentioned"
"Artys-Arryn","Artys Arryn","Artys Arryn; the First of His Name","","Artys Arryn;Falcon Knight;Winged Knight;King of Mountain and Vale;Ser","House Arryn","House Arryn","Andal","mentioned"
"Arryk-Cargyll","Arryk Cargyll","","Ser","","House Cargyll;Kingsguard;Greens","","","mentioned"
"Arthur-Dayne","Arthur Dayne","","Ser;Sword of the Morning","","House Dayne;Kingsguard","","Dornishmen","mentioned"
"Artos-Stark","Artos Stark","","","Artos Stark;Artos the Implacable","House Stark","","Northmen","mentioned"
"Azor-Ahai","Azor Ahai","","","Azor Ahai;Warrior of Light;Son of Fire;Warrior of Fire;Hyrkoon the Hero;Yin Tar;Neferion;Eldric Shadowchaser","","","Asshai","mentioned"
"Bael-the-Bard","Bael the Bard","","King-Beyond-the-Wall","Bael the Bard;Bael the Bard;Sygerrik of Skagos","","","Free folk","mentioned"
"Baela-Targaryen","Baela Targaryen","","Lady","","House Targaryen;House Velaryon;Blacks","","Valyrian","mentioned"
"Baelon-Targaryen-(son-of-Aerys)","Baelon Targaryen (son of Aerys)","","Lord of Dragonstone","","House Targaryen","","Valyrian","mentioned"
"Baelor-I-Targaryen","Baelor I Targaryen","Baelor Targaryen the First of His Name","","Baelor I Targaryen;Baelor the Beloved;Baelor the Blessed;Baelor the Befuddled;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Baelor-Targaryen-(son-of-Daeron-II)","Baelor Targaryen (son of Daeron II)","","Prince of Dragonstone;Protector of the Realm;Hand of the King","Baelor Targaryen (son of Daeron II);Baelor Breakspear;The Hammer","House Targaryen","","","mentioned"
"Barba-Bracken","Barba Bracken","","","","House Bracken","","","mentioned"
"Barristan-Selmy","Barristan Selmy","","Ser;Lord Commander of the Kingsguard (former)Hand of the Queen","Barristan Selmy;Barristan the Bold;Arstan Whitebeard;Ser Grandfather;Barristan the Old;Old Ser","House Selmy;House Targaryen;Kingsguard;Queensguard","","Westeros","mentioned"
"Barth","Barth","","Septon;Hand of the King","","Faith of the Seven;House Targaryen","","","mentioned"
"Barthogan-Stark","Barthogan Stark","","Lord of Winterfell;Warden of the North","Barthogan Stark;Barth Blacksword","House Stark","","Northmen","mentioned"
"Bellegere-Otherys","Bellegere Otherys","","","Bellegere Otherys;the Black Pearl of Braavos","","","Braavosi","mentioned"
"Beron-Stark","Beron Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Bethany-Bracken","Bethany Bracken","","","","House Bracken","","","mentioned"
"Brandon-Stark-(son-of-Cregan)","Brandon Stark (son of Cregan)","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Bran-the-Builder","Bran the Builder","","King of Winter","Bran the Builder;Bran the Builder","House Stark","","First Men","mentioned"
"Bryan-of-Oldtown","Bryan of Oldtown","","","","","","Reach","mentioned"
"Brynden-Rivers","Brynden Rivers","","Ser;Hand of the King;Lord Commander of the Night's Watch;","Brynden Rivers;Lord Bloodraven;The three-eyed crow","House Targaryen;Night's Watch","","Valyrian","mentioned"
"Cassella-Vaith","Cassella Vaith","","Lady of Vaith","","House Vaith","","Dornishmen","mentioned"
"Clement-Crabb","Clement Crabb","","Ser","","House Crabb;Kingsguard","","","mentioned"
"Corlys-Velaryon","Corlys Velaryon","","Lord of the Tides;Master of Driftmark;Hand of the Queen;Lord Regent;Master of ships","Corlys Velaryon;The Sea Snake","House Velaryon;Blacks;Greens","","Valyrian","mentioned"
"Cregan-Stark","Cregan Stark","","Lord of Winterfell;Warden of the North;Hand of the King","Cregan Stark;The Old Man of the North","House Stark;Blacks","","Northmen","mentioned"
"Criston-Cole","Criston Cole","","Ser;Lord Commander of the Kingsguard;Hand of the King","Criston Cole;Criston the Kingmaker","House Cole;Rhaenyra Targaryen (formerly)Kingsguard;Greens","","Stormlands","mentioned"
"Daella-Targaryen-(daughter-of-Jaehaerys-I)","Daella Targaryen (daughter of Jaehaerys I)","","Princess;Lady of the Eyrie","","House Targaryen;House Arryn","","Valyrian","mentioned"
"Daella-Targaryen-(daughter-of-Maekar-I)","Daella Targaryen (daughter of Maekar I)","","Princess","","House Targaryen","","Valyrian","mentioned"
"Daemon-I-Blackfyre","Daemon I Blackfyre","","Ser;King of the Andals; the Rhoynar and the First Men (claimant)Lord of the Seven Kingdoms (claimant)Protector of the Ream (claimant)","Daemon I Blackfyre;Daemon Waters;The Black Dragon;The King Who Bore the Sword;The Pretender","House Blackfyre","","Valyrian","mentioned"
"Daemon-II-Blackfyre","Daemon II Blackfyre","","King of the Andals; the Rhoynar and the First Men (claimant)Lord of the Seven Kingdoms (claimant)Protector of the Realm (claimant)","Daemon II Blackfyre;Ser John the Fiddler;Daemon the Younger;The Brown Dragon","House Blackfyre","","","mentioned"
"Daemon-Targaryen","Daemon Targaryen","","Prince;Commander of the City Watch;Master of coin;Master of laws;King of the Stepstones and the Narrow Sea;Protector of the Realm","Daemon Targaryen;Prince of the City;Lord Flea Bottom;The Rogue Prince","House Targaryen;Blacks","","Valyrian","mentioned"
"Daena-Targaryen","Daena Targaryen","","Princess","Daena Targaryen;Daena the Defiant","House Targaryen","","Valyrian","mentioned"
"Daenerys-Targaryen-(daughter-of-Aegon-IV)","Daenerys Targaryen (daughter of Aegon IV)","","Princess","","House Targaryen;House Martell","","","mentioned"
"Daeron-I-Targaryen","Daeron I Targaryen","Daeron Targaryen the First of His Name","","Daeron I Targaryen;The Young Dragon;The Boy King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Daeron-II-Targaryen","Daeron II Targaryen","Daeron Targaryen the Second of His Name","","Daeron II Targaryen;Daeron the Good;Daeron the Falseborn;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm (renounced)","House Targaryen","House Targaryen","","mentioned"
"Daeron-Targaryen-(son-of-Viserys-I)","Daeron Targaryen (son of Viserys I)","","Prince;Ser","Daeron Targaryen (son of Viserys I);Daeron the Daring","House Targaryen;Greens","","","mentioned"
"Daeron-Targaryen-(son-of-Maekar-I)","Daeron Targaryen (son of Maekar I)","","Prince of Dragonstone;Prince of Summerhall","Daeron Targaryen (son of Maekar I);Daeron the Drunken","House Targaryen","","","mentioned"
"Damion-Lannister","Damion Lannister","","Ser;Castellan of Casterly Rock","","House Lannister","","","mentioned"
"Damon-Lannister-(son-of-Jason)","Damon Lannister (son of Jason)","","","","House Lannister","","","mentioned"
"Danelle-Lothston","Danelle Lothston","","Lady of Harrenhal","Danelle Lothston;Mad Danelle","House Lothston","","","mentioned"
"Dick","Dick","","","","Kingswood Brotherhood","","","mentioned"
"Donnor-Stark","Donnor Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Doran-Martell","Doran Martell","","Prince of Dorne;Lord of Sunspear","","House Nymeros Martell","","Dornish","mentioned"
"Dunk","Dunk","","Ser;Lord Commander of the Kingsguard","Dunk;Dunk;Duncan the Tall;Dunk the Lunk;Ser Giant;The Gallows Knight","Kingsguard","","Crownlands","mentioned"
"Duncan-Targaryen","Duncan Targaryen","","Prince of Dragonstone (renounced)","Duncan Targaryen;Prince Duncan the Small;Prince of Dragonflies","House Targaryen","","","mentioned"
"Durran","Durran","Durran","","Durran;Durran Godsgrief;The Godsgrief;King of a Thousand Years;Storm King","House Durrandon","House Durrandon","First Men","mentioned"
"Ebrose","Ebrose","","Archmaester","","","","","mentioned"
"Eddard-Stark","Eddard Stark","","Lord of Winterfell;Warden of the North;Hand of the King;Protector of the Realm;Regent","Eddard Stark;Ned;The Ned;The Quiet Wolf","House Stark","","Northmen","mentioned"
"Edmyn-Tully","Edmyn Tully","","Lord of Riverrun;Lord Paramount of the Trident;Hand of the King","","House Tully","","Rivermen","mentioned"
"Edrick-Stark","Edrick Stark","","King in the North;Lord of Winterfell","Edrick Stark;Edrick Snowbeard","House Stark","","Northmen","mentioned"
"Edwyle-Stark","Edwyle Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Elaena-Targaryen","Elaena Targaryen","","Princess","","House Targaryen;House Plumm;House Penrose;House Manwoody","","Valyrian","mentioned"
"Elia-Martell","Elia Martell","","Princess","Elia Martell;Elia of Dorne","House Martell;House Targaryen","","","mentioned"
"Ellyn-Tarbeck","Ellyn Tarbeck","","Lady of Tarbeck Hall","","House Reyne;House Lannister;House Tarbeck","","","mentioned"
"Erreg","Erreg","","King","Erreg;Erreg the Kinslayer","","","Andal","mentioned"
"Erryk-Cargyll","Erryk Cargyll","","Ser","","House Cargyll;Kingsguard;Queensguard;Blacks","","","mentioned"
"Falena-Stokeworth","Falena Stokeworth","","Lady of Harrenhal","","House Stokeworth;House Lothston","","","mentioned"
"Galladon-of-Morne","Galladon of Morne","","Ser","Galladon of Morne;The Perfect Knight","","","","mentioned"
"Gallard","Gallard","","Archmaester","","","","","mentioned"
"Garin-(Prince)","Garin (Prince)","","Prince","Garin (Prince);Garin the Great","Rhoynar","","Rhoynar","mentioned"
"Garth-Gardener-(Greenhand)","Garth Gardener (Greenhand)","Garth Greenhand","","Garth Gardener (Greenhand);Garth Greenhair;Garth the Green;High King of the First Men","","","First Men","mentioned"
"Gendel","Gendel","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Gerion-Lannister","Gerion Lannister","","","Gerion Lannister;Gery","House Lannister","","","mentioned"
"Gerold-Lannister","Gerold Lannister","","Lord of Casterly Rock;Shield of Lannisport;Warden of the West","Gerold Lannister;Gerold the Golden","House Lannister","","Westerman","mentioned"
"Gormon-Peake","Gormon Peake","","Lord of Starpike; Dunstonbury (stripped) and Whitegrove (stripped)","Gormon Peake;Gormy","House Peake","","","mentioned"
"Gorne","Gorne","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Grey-King","Grey King","","","Grey King;High King of the Iron Islands","","","Ironborn","mentioned"
"Griffin-King","Griffin King","","","Griffin King;last of the Mountain Kings","","","First Men","mentioned"
"Gyldayn","Gyldayn","","Archmaester","","The Citadel","","","mentioned"
"Gyles-III-Gardener","Gyles III Gardener","Gyles of House Gardener; the Third of His Name","","Gyles III Gardener;King of the Reach","House Gardener","House Gardener","","mentioned"
"Haegon-Blackfyre","Haegon Blackfyre","","","","House Blackfyre","","Valyrian","mentioned"
"Harlen-Tyrell","Harlen Tyrell","","High Steward of Highgarden;Lord Paramount of the Mander;Lord of Highgarden;Warden of the South","Harlen Tyrell;Harlan Tyrell","House Tyrell","","Reach","mentioned"
"Harmond-Umber","Harmond Umber","","Lord of the Last Hearth","Harmond Umber;The Drunken Giant","House Umber","","Northmen","mentioned"
"Harrag-Hoare","Harrag Hoare","","","Harrag Hoare;High King of the Iron Isles","House Hoare","House Hoare","Ironborn","mentioned"
"Harren-Hoare","Harren Hoare","Harren Hoare","","Harren Hoare;Harren the Black;Black Harren;King of the Isles and the Rivers","House Hoare","House Hoare","Ironborn","mentioned"
"Harwin-Strong","Harwin Strong","","Ser;Captain","Harwin Strong;Breakbones;Brokenbones","House Strong;City Watch of King's Landing;Rhaenyra Targaryen;Blacks","","","mentioned"
"Harwyn-Hoare","Harwyn Hoare","Harwyn Hoare","","Harwyn Hoare;Harwyn Hardhand;The Hardhand;King of the Iron Islands;King of the Isles and the Rivers","House Hoare","House Hoare","","mentioned"
"Harys-Swyft","Harys Swyft","","Knight of Cornfield;Ser;Hand of the King;Master of coin;Lord treasurer","","House Swyft","","","mentioned"
"Helaena-Targaryen","Helaena Targaryen","","Queen","","House Targaryen;Greens","","","mentioned"
"High-Septon-(child)","High Septon (child)","","High Septon;His High Holiness","","Faith of the Seven","","","mentioned"
"High-Septon-(Hightower)","High Septon (Hightower)","","High Septon;His High Holiness","","House Hightower;Faith of the Seven","","","mentioned"
"High-Septon-(stonemason)","High Septon (stonemason)","","High Septon;His High Holiness","","The Faith of the Seven","","","mentioned"
"Hugh-Hammer","Hugh Hammer","","Ser;Lord of Bitterbridge","Hugh Hammer;Hard Hugh;The Betrayer;Lord Hammer","Blacks;Greens","","","mentioned"
"Hugor-of-the-Hill","Hugor of the Hill","","King of the Andals","Hugor of the Hill;Hukko (unconfirmed)","","","Andals","mentioned"
"Jaehaera-Targaryen","Jaehaera Targaryen","","Princess;Queen","","House Targaryen;Greens","","Valyrian","mentioned"
"Jaehaerys-I-Targaryen","Jaehaerys I Targaryen","Jaehaerys Targaryen the First of His Name","","Jaehaerys I Targaryen;The Conciliator;The Wise;The Old King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Jaehaerys-II-Targaryen","Jaehaerys II Targaryen","Jaehaerys Targaryen the Second of His Name","","Jaehaerys II Targaryen;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Jason-Lannister","Jason Lannister","","Ser;Lord of Casterly Rock;Shield of Lannisport;Warden of the West","","House Lannister;Greens","","","mentioned"
"Jenny-(Oldstones)","Jenny (Oldstones)","","","","","","","mentioned"
"Jeyne-Arryn","Jeyne Arryn","","Lady of the Eyrie;Defender of the Vale;Warden of the East;Lady Regent","Jeyne Arryn;The Maiden of the Vale","House Arryn;Blacks","","The Vale","mentioned"
"Jeyne-Lothston","Jeyne Lothston","","","","House Lothston","","","mentioned"
"Jeyne-Waters","Jeyne Waters","","","","","","Westeros","mentioned"
"Jeyne-Westerling-(wife-of-Maegor-I)","Jeyne Westerling (wife of Maegor I)","","Queen;Black Bride","","House Westerling;House Tarbeck;House Targaryen","","","mentioned"
"Jon-Arryn","Jon Arryn","","Lord of the Eyrie;Defender of the Vale;Warden of the East;Hand of the King","","House Arryn","","Valemen","mentioned"
"Jon-Connington","Jon Connington","","Lord of Griffin's Roost;;Hand of the King;Hand of the True King;","Jon Connington;Griff;The dancing griffins Hand;","House Connington;House Targaryen;Golden Company","","Stormlands","mentioned"
"Jon-Stark","Jon Stark","","King in the North","","House Stark","","","mentioned"
"Jon-Waters","Jon Waters","","Ser","","","","","mentioned"
"Jonnel-Stark","Jonnel Stark","","Lord of Winterfell;Warden of the North","Jonnel Stark;One-Eye","House Stark","","","mentioned"
"Joramun","Joramun","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Laena-Velaryon","Laena Velaryon","","","","House Velaryon;House Targaryen;The blacks","","Valyrian","mentioned"
"Laenor-Velaryon","Laenor Velaryon","","Ser","","House Velaryon;House Targaryen","","Valyrian","mentioned"
"Lann-the-Clever","Lann the Clever","","","Lann the Clever;Lann the Clever","House Lannister","","","mentioned"
"Lanna-Lannister","Lanna Lannister","","","","House Lannister;House Jast","","","mentioined"
"Larys-Strong","Larys Strong","","Lord of Harrenhal;Master of whisperers","Larys Strong;Larys Clubfoot","House Strong;Greens","","","mentioned"
"Leo-Tyrell-(Longthorn)","Leo Tyrell (Longthorn)","","Lord Paramount of the Mander;Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South","Leo Tyrell (Longthorn);Leo Longthorn","House Tyrell","","Reach","mentioned"
"Loren-Lannister","Loren Lannister","King Loren I Lannister","","Loren Lannister;Loren the Last;King of the Rock (former)Lord of Casterly Rock;Warden of the West;Lord of the Westerlands","House Lannister","House Lannister","","mentioned"
"Lucas-Lothston-(husband-of-Falena)","Lucas Lothston (husband of Falena)","","Lord of Harrenhal;Hand of the King","","House Lothston","","","mentioned"
"Lucion-Lannister","Lucion Lannister","","Ser","","House Lannister","","","mentioned"
"Lyanna-Stark","Lyanna Stark","","","Lyanna Stark;The She-Wolf;The Wolf Maid;Lya","House Stark","","Northmen","mentioned"
"Lyonel-Baratheon","Lyonel Baratheon","","Ser  Lord of Storm's End Lord Paramount of the Stormlands  Storm King (briefly)","Lyonel Baratheon;The Laughing Storm","House Baratheon","","","mentioned"
"Lyonel-Tyrell-(lord)","Lyonel Tyrell (lord)","","Lord Paramount of the Mander;Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South","","House Tyrell","","Reach","mentioned"
"Maegor-I-Targaryen","Maegor I Targaryen","Maegor Targaryen the First of His Name","","Maegor I Targaryen;Maegor the Cruel;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Hand of the King;Ser","House Targaryen","House Targaryen","","mentioned"
"Maekar-I-Targaryen","Maekar I Targaryen","","","","","","","mentioned"
"Maelor-Targaryen","Maelor Targaryen","","Prince","","House Targaryen;Greens","","","mentioned"
"Maelys-Blackfyre","Maelys Blackfyre","","","Maelys Blackfyre;Maelys the Monstrous","House Blackfyre;Golden Company;Band of Nine","","Valyrian","mentioned"
"Maron-Martell","Maron Martell","","Prince of Dorne","","House Martell","","Dornish","mentioned"
"Matarys-Targaryen","Matarys Targaryen","","Prince","Matarys Targaryen;The Even Younger Prince","House Targaryen","","","mentioned"
"Matarys-Targaryen","Matarys Targaryen","","Prince","Matarys Targaryen;The Even Younger Prince","House Targaryen","","","mentioned"
"Melissa-Blackwood","Melissa Blackwood","","","Melissa Blackwood;Missy","House Blackwood","","","mentioned"
"Mern-Gardener","Mern Gardener","Mern of House Gardener; the Ninth of His Name","","Mern Gardener;King of the Reach;Lord of Highgarden","House Gardener","House Gardener","","mentioned"
"Merry-Meg","Merry Meg","","","Merry Meg;Merry Meg","","","","mentioned"
"Morgil","Morgil","","Ser","","House Hastwyck;House Targaryen","","","mentioned"
"Moro-(Century-of-Blood)","Moro (Century of Blood)","","Khal","","","","Dothraki","mentioned"
"Mors-Martell","Mors Martell","","Lord of the Sandship;Prince of Dorne","","House Martell","","Dornish","mentioned"
"Murmison","Murmison","","Septon;Hand of the King","","Faith of the Seven;House Targaryen","","","mentioned"
"Mushroom","Mushroom","","","Mushroom;Mushroom","House Targaryen","","","mentioned"
"Myriah-Martell","Myriah Martell","","Princess","Myriah Martell;Myriah Martell","House Martell;House Targaryen","","Dornish","mentioned"
"Mysaria","Mysaria","","Mistress of whisperers","Mysaria;Misery; the White Worm;Lady Misery","","","Lysene","mentioned"
"Naerys-Targaryen","Naerys Targaryen","","Princess;Queen","","House Targaryen","","Valyrian","mentioned"
"Nettles","Nettles","","","Nettles;Netty","Blacks","","","mentioned"
"Nymeria","Nymeria","","Princess;Queen","Nymeria;Nymeria of the Rhoyne","House Martell","","Rhoynar","mentioned"
"Oberyn-Martell","Oberyn Martell","","Prince;Ser","Oberyn Martell;The Red Viper","House Martell;Second Sons (formerly)","","Dornishmen","mentioned"
"Orwyle","Orwyle","","Grand Maester","","","","","mentioned"
"Orys-Baratheon","Orys Baratheon","","Lord of Storm's End;Lord Paramount of the Stormlands;Hand of the King","Orys Baratheon;Orys One-Hand","House Baratheon;House Targaryen","","","mentioned"
"Ossifer-Plumm","Ossifer Plumm","","Lord","","House Plumm","","","mentioned"
"Oswell-Whent","Oswell Whent","","Ser","","House Whent;Kingsguard","","Rivermen","mentioned"
"Otto-Hightower","Otto Hightower","","Ser;Hand of the King","","House Hightower;Greens","","","mentioned"
"Quellon-Greyjoy","Quellon Greyjoy","","Lord of the Iron Islands;Lord Reaper of Pyke","","House Greyjoy","","Ironborn","mentioned"
"Rat-Cook","Rat Cook","","","Rat Cook;Rat Cook","Night's Watch","","","mentioned"
"Raymun-Redbeard","Raymun Redbeard","","King-Beyond-the-Wall","","","","free folk","mentioned"
"Redwyn","Redwyn","","","","Night's Watch","","","mentioned"
"Rhae-Targaryen","Rhae Targaryen","","Princess","","House Targaryen","","Valyrian","mentioned"
"Rhaegel-Targaryen","Rhaegel Targaryen","","Prince of Dragonstone","","House Targaryen","","Valyrian","mentioned"
"Rhaella-Targaryen","Rhaella Targaryen","","Princess;Queen;Dowager Queen","","House Targaryen","","Valyrian","mentioned"
"Rhaelle-Targaryen","Rhaelle Targaryen","","Princess","","House Targaryen;House Baratheon","","","mentioned"
"Rhaena-Targaryen-(daughter-of-Daemon)","Rhaena Targaryen (daughter of Daemon)","","Lady","Rhaena Targaryen (daughter of Daemon);Rhaena of Pentos","House Targaryen;House Corbray;House Hightower;Blacks","","","mentioned"
"Rhaena-Targaryen-(daughter-of-Aegon-III)","Rhaena Targaryen (daughter of Aegon III)","","Princess;Septa","","House Targaryen;Faith of the Seven","","Valyrian","mentioned"
"Rhaenys-Targaryen","Rhaenys Targaryen","","Queen","","House Targaryen","","Valyrian","mentioned"
"Rhaenys-Targaryen-(daughter-of-Aemon)","Rhaenys Targaryen (daughter of Aemon)","","Princess","Rhaenys Targaryen (daughter of Aemon);The Queen Who Never Was","House Targaryen;House Velaryon;Blacks","","Valyrian","mentioned"
"Rhea-Royce","Rhea Royce","","Lady of Runestone","Rhea Royce;Bronze Bitch","House Royce","","","mentioned"
"Rickard-Stark-(King)","Rickard Stark (King)","Rickard Stark","","Rickard Stark (King);The Laughing Wolf;King in the North","House Stark","House Stark","Northmen","mentioned"
"Rickard-Stark","Rickard Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Rickard-Thorne","Rickard Thorne","","Ser","","House Thorne;Kingsguard;Greens","","","mentioned"
"Robert-Baratheon","Robert Baratheon","Robert Baratheon the First of His Name","","Robert Baratheon;The Usurper;Demon of the Trident;The Whoremonger King;King of the Andals; the Rhoynar; and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Lord Paramount of the Stormlands (granted to Renly)Lord of Storm's End (granted to Renly)Ser;","House Baratheon of King's Landing","House Baratheon of King's Landing","","mentioned"
"Robeson","Robeson","","High Septon","","Faith of the Seven","","","mentioned"
"Rodrik-Stark","Rodrik Stark","","King in the North","","House Stark","","Northmen","mentioned"
"Rodrik-Stark-(son-of-Beron)","Rodrik Stark (son of Beron)","","","Rodrik Stark (son of Beron);The Wandering Wolf","House Stark;Second Sons","","Northmen","mentioned"
"Rodwell-Stark","Rodwell Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Rohanne-Webber","Rohanne Webber","","Lady of Coldmoat;Lady of Standfast;Lady of Casterly Rock","Rohanne Webber;The Red Widow","House Webber;House Osgrey;House Lannister","","","mentioned"
"Ryam-Redwyne","Ryam Redwyne","","Ser;Lord Commander of the Kingsguard;Hand of the King","","House Redwyne;Kingsguard","","Reachmen","mentioned"
"Saera-Targaryen","Saera Targaryen","","Princess","","House Targaryen","","Valyrian","mentioned"
