"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Areo-Hotah","Areo Hotah","","Captain of the Guard at Sunspear","","House Martell","","Norvos","mentioned"
"Arianne-Martell","Arianne Martell","","Princess","","House Martell","","Dornishmen","mentioned"
"Arron","Arron","","","","Night's Watch","","","appears"
"Arron-Qorgyle","Arron Qorgyle","","Ser","","House Qorgyle","","","appears"
"Arryk-(guard)","Arryk (guard)","","","Arryk (guard);&quot;Left&quot; or &quot;Right&quot;","House Tyrell","","","appears"
"Arson","Arson","","","Arson;Arson Iceaxe","","","Free Folk","mentioned"
"Arthur-Ambrose","Arthur Ambrose","","Lord","","House Ambrose","","","mentioned"
"Arthur-Dayne","Arthur Dayne","","Ser;Sword of the Morning","","House Dayne;Kingsguard","","Dornishmen","mentioned"
"Arwood-Frey","Arwood Frey","","Ser","","House Frey","","","mentioned"
"Arwyn-Frey","Arwyn Frey","","","","House Frey","","","appears"
"Arwyn-Oakheart","Arwyn Oakheart","","Lady of Old Oak","","House Oakheart","","","mentioned"
"Arya-Stark","Arya Stark","","Princess","Arya Stark;Arya Horseface;Arya Underfoot;Arry;Lumpyface/Lumpyhead;Stickboy;Weasel;Nymeria/Nan;Squab;Salty;Cat of the Canals;Beth;The Blind Girl;The Ugly Little Girl;Mercedene/Mercy","House Stark;Faceless Men","","Northmen","POV"
"Arys-Oakheart","Arys Oakheart","","Ser","","House Oakheart;Kingsguard","","Reach","mentioned"
"Ashara-Dayne","Ashara Dayne","","","","House Dayne","","Dornishmen","mentioned"
"Aurane-Waters","Aurane Waters","","Grand admiral (master of ships)Lord of the Waters;","Aurane Waters;Bastard of Driftmark;Lord Waters;","House Velaryon","","Valyrian","mentioned"
"Axell-Florent","Axell Florent","","Ser;Castellan of Dragonstone (formerly)Hand of the Queen (self-styled)","","House Florent;Queen's men","","","appears"
"Azor-Ahai","Azor Ahai","","","Azor Ahai;Warrior of Light;Son of Fire;Warrior of Fire;Hyrkoon the Hero;Yin Tar;Neferion;Eldric Shadowchaser","","","Asshai","mentioned"
"Bael-the-Bard","Bael the Bard","","King-Beyond-the-Wall","Bael the Bard;Bael the Bard;Sygerrik of Skagos","","","Free folk","mentioned"
"Baelor-Blacktyde","Baelor Blacktyde","","Lord of Blacktyde;Captain of the Nightflyer","","House Blacktyde","","Ironborn","mentioned"
"Baelor-Hightower","Baelor Hightower","","Ser","Baelor Hightower;Baelor Brightsmile;Baelor Breakwind","House Hightower","","","mentioned"
"Baelor-I-Targaryen","Baelor I Targaryen","Baelor Targaryen the First of His Name","","Baelor I Targaryen;Baelor the Beloved;Baelor the Blessed;Baelor the Befuddled;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Baelor-Targaryen-(son-of-Daeron-II)","Baelor Targaryen (son of Daeron II)","","Prince of Dragonstone;Protector of the Realm;Hand of the King","Baelor Targaryen (son of Daeron II);Baelor Breakspear;The Hammer","House Targaryen","","","mentioned"
"Ballabar","Ballabar","","Maester","","House Redwyne","","","mentioned"
"Balman-Byrch","Balman Byrch","","Ser","","House Byrch","","","mentioned"
"Balon-Greyjoy","Balon Greyjoy","Balon Greyjoy; the Ninth of His Name Since the Grey King","","Balon Greyjoy;Balon the Brave;Balon the Blessed;Balon the Twice Crowned;Balon the Widowmaker;The Kraken King;Iron King;King of the Isles and the North;King of Salt and Rock;Son of the Sea Wind;Lord Reaper of Pyke;The Greyjoy;Captain of the Great Kraken","House Greyjoy","House Greyjoy","","mentioned"
"Balon-Swann","Balon Swann","","Ser","","House Swann;Kingsguard","","Stormlander","appears"
"Bannen","Bannen","","","","Night's Watch","","","appears"
"Barristan-Selmy","Barristan Selmy","","Ser;Lord Commander of the Kingsguard (former)Hand of the Queen","Barristan Selmy;Barristan the Bold;Arstan Whitebeard;Ser Grandfather;Barristan the Old;Old Ser","House Selmy;House Targaryen;Kingsguard;Queensguard","","Westeros","appears"
"Barth","Barth","","Septon;Hand of the King","","Faith of the Seven;House Targaryen","","","mentioned"
"Beardless-Dick","Beardless Dick","","","","Brotherhood Without Banners","","","mentioned"
"Becca-the-Baker","Becca the Baker","","","Becca the Baker;Becca the Baker","","","","mentioned"
"Beck","Beck","","Goodman","","","","","mentioned"
"Bedwyck","Bedwyck","","","Bedwyck;Giant","Night's Watch","","","appears"
"Beldecar","Beldecar","","","","","","","mentioned"
"Belgrave","Belgrave","","Lord","","House Belgrave","","","mentioned"
"Belis","Belis","","Wisdom","","Alchemists' Guild","","","mentioned"
"Bella","Bella","","","","","","","appears"
"Bellena-Hawick","Bellena Hawick","","","","House Hawick;House Frey","","","mentioned"
"Belwas","Belwas","","","Belwas;Strong Belwas;Belwas the Strong","House Targaryen;Queensguard;Ruling council of Meereen","","Meereenese","appears"
"Ben-(Big-Belly)","Ben (Big Belly)","","","Ben (Big Belly);Big Belly Ben","Kingswood Brotherhood","","","mentioned"
"Ben-Plumm","Ben Plumm","","Commander of the Second Sons","Ben Plumm;Brown Ben Plumm","Second Sons","","","appears"
"Benedict-Broom","Benedict Broom","","Ser;Master-at-arms at Casterly Rock","","House Broom;House Lannister","","","mentioned"
"Benfred-Tallhart","Benfred Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Benfrey-Frey","Benfrey Frey","","Ser","","House Frey","","","appears"
"Benjen-Stark","Benjen Stark","","First Ranger","Benjen Stark;The Wolf Pup;Ben Stark","House Stark;Night's Watch","","Northmen","mentioned"
"Beren-Tallhart","Beren Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Berena-Hornwood","Berena Hornwood","","","","House Hornwood;House Tallhart","","Northmen","mentioned"
"Beric-Dondarrion","Beric Dondarrion","","Lord of Blackhaven","Beric Dondarrion;The Lightning Lord;The Lord of Corpses;Lord Derik","House Dondarrion Brotherhood without banners","","","appears"
"Bertram-Beesbury","Bertram Beesbury","","Ser","","House Beesbury","","","mentioned"
"Bessa","Bessa","","","","","","","mentioned"
"Beth-Cassel","Beth Cassel","","","","House Cassel","","Northmen","mentioned"
"Bethany-Bracken","Bethany Bracken","","","","House Bracken","","","mentioned"
"Bethany-Fair-Fingers","Bethany Fair-Fingers","","","","","","","mentioned"
"Bethany-Rosby","Bethany Rosby","","Lady","","House Rosby;House Frey","","","mentioned"
"Betharios-of-Braavos","Betharios of Braavos","","","Betharios of Braavos;Betharios of Braavos","House Frey","","","mentioned"
"Big-Boil","Big Boil","","","","","","Free Folk","appears"
"Biter","Biter","","","Biter;Biter by Amok&copy;","Brave Companions","","","mentioned"
"Black-Bernarr","Black Bernarr","","","","Night's Watch","","","appears"
"Black-Jack-Bulwer","Black Jack Bulwer","","First Ranger","Black Jack Bulwer;Black Jack Bulwer","Night's Watch","","","appears"
"Blane","Blane","","","","Night's Watch","","","mentioned"
"Bluetooth","Bluetooth","","","","House Greyjoy","","Ironborn","mentioned"
"Bodger","Bodger","","","","","","Free Folk","mentioned"
"Bonifer-Hasty","Bonifer Hasty","","Ser;Castellan of Harrenhal","Bonifer Hasty;Bonifer the Good;Baelor Butthole","House Hasty;The Holy Hundred","","","mentioned"
"Boros-Blount","Boros Blount","","Ser","Boros Blount;Boros the Belly","House Blount;Kingsguard","","","appears"
"Bowen-Marsh","Bowen Marsh","","Lord Steward;First Steward","Bowen Marsh;Old Pomegranate","Night's Watch","","","appears"
"Boy","Boy","","","","","","","mentioned"
"Bradamar-Frey","Bradamar Frey","","","","House Frey","","","mentioned"
"Brandon-Stark","Brandon Stark","","","Brandon Stark;The Wild Wolf","House Stark","","Northmen","mentioned"
"Bran-Stark","Bran Stark","","Prince of Winterfell;","Bran Stark;Bran;Bran the Broken;The Winged Wolf","House Stark","","Northmen","POV"
"Bran-the-Builder","Bran the Builder","","King of Winter","Bran the Builder;Bran the Builder","House Stark","","First Men","mentioned;A Storm of Swords "
"Brandon-Tallhart","Brandon Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Brella","Brella","","","","House Baratheon (formerly)House Lannister (formerly)","","","mentioned"
"Brenett","Brenett","","Maester","","House Frey","","","appears"
"Brienne-of-Tarth","Brienne of Tarth","","","Brienne of Tarth;Brienne of Tarth;The Maid of Tarth;Brienne the Beauty;Brienne the Blue","House Tarth;House Baratheon of Storm's End;Rainbow Guard;House Tully","","","appears"
"Bronn","Bronn","","Ser","Bronn;Ser Bronn of the Blackwater;Lord Stokeworth","House Stokeworth","","","appears"
"Brown-Bernarr","Brown Bernarr","","","","Night's Watch","","","mentioned"
"Bryan-Frey","Bryan Frey","","","","House Frey","","","mentioned"
"Bryen","Bryen","","","","House Baelish","","","appears"
"Bryen-Farring","Bryen Farring","","","","House Farring","","","mentioned"
"Brynden-Tully","Brynden Tully","","Ser;Warden of the Southern Marches;Knight of the Gate (formerly)","Brynden Tully;Blackfish;Ser Brynden the Blackfish;Brynden Blackfish","House Tully;House Arryn (formerly)","","Rivermen","appears"
"Burton-Crakehall","Burton Crakehall","","Ser","","House Crakehall","","","mentioned"
"Butterbumps","Butterbumps","","","Butterbumps;Butterbumps","House Tyrell","","","appears"
"Byam-Flint","Byam Flint","","Ser","","Night's Watch","","","appears"
"Cadwyl","Cadwyl","","","","House Greyjoy","","Ironborn","mentioned"
"Lord-Cafferen","Lord Cafferen","","Lord","","House Cafferen","","","mentioned"
"Caleotte","Caleotte","","Maester","","House Martell","","","mentioned"
"Carellen-Smallwood","Carellen Smallwood","","","","House Smallwood","","","mentioned"
"Carolei-Waynwood","Carolei Waynwood","","","","House Waynwood;House Frey","","","mentioned"
"Cass","Cass","","","","","","","mentioned"
"Cassana-Estermont","Cassana Estermont","","","","House Estermont;House Baratheon","","","mentioned"
"Catelyn-Stark","Catelyn Stark","","Lady of Winterfell","Catelyn Stark;Catelyn Tully;Cat;Lady Stoneheart;The Silent Sister;Mother Merciless;The Hangwoman","House Tully;House Stark;Brotherhood without banners","","Rivermen","POV"
"Cedrik-Storm","Cedrik Storm","","","Cedrik Storm;the Bastard of Bronzegate","House Buckler","","","mentioned"
"Cellador","Cellador","","Septon","Cellador;Celladar;","Night's Watch","","","appears"
"Cerenna-Lannister","Cerenna Lannister","","","","House Lannister","","","mentioned"
"Cersei-Frey","Cersei Frey","","","Cersei Frey;the Little Bee","House Frey","","","appears"
"Cersei-Lannister","Cersei Lannister","","Light of the West;Queen Dowager;Protector of the Realm;Lady of Casterly Rock;Queen Regent","","House Lannister","","Westerlands","appears"
"Chataya","Chataya","","","","Chataya's brothel","","Summer Isles","mentioned"
"Chayle","Chayle","","Septon","","","","","mentioned"
"Chella","Chella","","","","Black Ears","","Vale mountain clans","mentioned"
"Chett","Chett","","","","Night's Watch","","","POV"
"Chiswyck","Chiswyck","","","","House Clegane","","","mentioned"
"Clement-Piper","Clement Piper","","Lord of Pinkmaiden","","House Piper","","Rivermen","mentioned"
"Cleon","Cleon","","King of Astapor","Cleon;Cleon the Great;The Butcher King;King Cleaver","","","Astapori","mentioned"
"Cleos-Frey","Cleos Frey","","Ser","","House Frey;House Lannister","","","appears"
"Cley-Cerwyn","Cley Cerwyn","","Lord of Cerwyn","","House Cerwyn","","Northmen","mentioned"
"Clubfoot-Karl","Clubfoot Karl","","","Clubfoot Karl;Clubfoot Karl","Night's Watch","","","appears"
"Clydas","Clydas","","","","Night's Watch","","","appears"
"Coldhands","Coldhands","","","","Three-eyed crow","","","appears"
"Colemon","Colemon","","Maester","","House Arryn","","","appears"
"Colin-Florent","Colin Florent","","Ser;Castellan of Brightwater Keep","","House Florent","","","mentioned"
"Collio-Quaynis","Collio Quaynis","","","","","","Tyroshi","mentioned"
"Colmar-Frey","Colmar Frey","","","","House Frey","","","mentioned"
"Conwy","Conwy","","","","Night's Watch","","","mentioned"
"Cortnay-Penrose","Cortnay Penrose","","Ser;Castellan of Storm's End","","House Penrose","","","mentioned"
"Cotter-Pyke","Cotter Pyke","","Commander of Eastwatch-by-the-Sea","","Night's Watch","","Ironborn","appears"
"Craster","Craster","","","","","","Free Folk","appears"
"Cressen","Cressen","","Maester","","","","","mentioned"
"Cuger","Cuger","","","","Night's Watch","","","mentioned"
"Cynthea-Frey","Cynthea Frey","","","","House Frey","","","mentioned"
"Daario-Naharis","Daario Naharis","","","","Stormcrows","","Tyroshi","appears"
"Dacey-Mormont","Dacey Mormont","","","","House Mormont","","Northmen","appears"
"Daemon-I-Blackfyre","Daemon I Blackfyre","","Ser;King of the Andals; the Rhoynar and the First Men (claimant)Lord of the Seven Kingdoms (claimant)Protector of the Ream (claimant)","Daemon I Blackfyre;Daemon Waters;The Black Dragon;The King Who Bore the Sword;The Pretender","House Blackfyre","","Valyrian","mentioned"
"Daemon-Sand","Daemon Sand","","Ser","Daemon Sand;Bastard of Godsgrace","House Allyrion","","Dornishmen","appears"
"Daenerys-Targaryen","Daenerys Targaryen","Daenerys Targaryen the First of Her Name","","Daenerys Targaryen;Dany;Daenerys Stormborn;The Unburnt;Mother of Dragons;Mhysa (mother)The Silver Queen;Silver Lady;Dragonmother;The Dragon Queen;;Khaleesi of the Great Grass Sea;Queen of Meereen;Queen of the Andals and the Rhoynar and the First Men; Lord of the Seven Kingdoms (claimant)Breaker of Shackles/Chains;Queen of the Seven Kingdoms;(claimant)Princess of Dragonstone (claimant)","House Targaryen","House Targaryen","Valyrian","POV"
"Daeron-I-Targaryen","Daeron I Targaryen","Daeron Targaryen the First of His Name","","Daeron I Targaryen;The Young Dragon;The Boy King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Daeron-II-Targaryen","Daeron II Targaryen","Daeron Targaryen the Second of His Name","","Daeron II Targaryen;Daeron the Good;Daeron the Falseborn;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm (renounced)","House Targaryen","House Targaryen","","mentioned"
"Dafyn-Vance","Dafyn Vance","","Ser","","House Vance","","","mentioned"
"Dagos-Manwoody","Dagos Manwoody","","Lord of Kingsgrave","","House Manwoody","","","mentioned"
"Dalbridge","Dalbridge","","","Dalbridge;Squire Dalbridge","Night's Watch","","","mentioned"
"Dale-Seaworth","Dale Seaworth","","Captain of the Wraith","","House Seaworth","","","mentioned"
"Dalla","Dalla","","","","","","Free Folk","appears"
"Damion-Lannister","Damion Lannister","","Ser;Castellan of Casterly Rock","","House Lannister","","","mentioned"
"Damon-Paege","Damon Paege","","Ser","","House Paege","","","mentioned"
"Damon-Vypren","Damon Vypren","","Ser","","House Vypren","","","appears"
"Dan","Dan","","","Dan;Hempen Dan","","","Free Folk","mentioned"
"Dancy","Dancy","","","","Chataya's brothel","","","mentioned"
"Danny-Flint","Danny Flint","","","","House Flint;Night's Watch","","Northmen","mentioned"
"Danos-Slynt","Danos Slynt","","","","House Slynt","","","mentioned"
"Danwell-Frey","Danwell Frey","","Ser","","House Frey","","","appears"
"Dareon","Dareon","","","Dareon;The Black Singer Lover ;","Night's Watch","","","mentioned"
"Darlessa-Marbrand","Darlessa Marbrand","","","","House Marbrand;House Lannister","","","mentioned"
"Daven-Lannister","Daven Lannister","","Ser;Warden of the West","","House Lannister","","Westerman","mentioned"
"Davos-Seaworth","Davos Seaworth","","Ser;Lord of the Rainwood;Admiral of the Narrow Sea;Hand of the King;","Davos Seaworth;Onion Knight;Davos Shorthand;The Knight of Onions;Ser Onions;Onion Lord;Smuggler","House Seaworth;House Baratheon of Dragonstone","","Westeros","POV"
"Deana-Hardyng","Deana Hardyng","","","","House Hardyng;House Frey","","","mentioned"
"Del","Del","","","","","","Free Folk","appears"
"Delena-Florent","Delena Florent","","","","House Florent;House Norcross","","","mentioned"
"Della-Frey","Della Frey","","","Della Frey;Deaf Della","House Frey","","","mentioned"
"Delonne-Allyrion","Delonne Allyrion","","Lady of Godsgrace","","House Allyrion","","Dornish","mentioned"
"Delp","Delp","","","","House Tully","","","mentioned"
"Dennet","Dennet","","","","Brotherhood without banners","","","mentioned"
"Dennis-Plumm","Dennis Plumm","","Ser","","House Plumm","","","mentioned"
"Denys-Arryn","Denys Arryn","","Ser;Keeper of the Gates of the Moon","Denys Arryn;The Darling of the Vale","House Arryn","","","mentioned"
"Denys-Mallister","Denys Mallister","","Ser","","House Mallister;Night's Watch","","","appears"
"Dermot","Dermot","","Ser","Dermot;Dermot of the Rainwood","House Baratheon of Dragonstone;House Baratheon of King's Landing","","","mentioned"
"Desmond-Grell","Desmond Grell","","Ser","","House Grell;Night's Watch","","","appears"
"Devan-Seaworth","Devan Seaworth","","","","House Seaworth;House Baratheon of Dragonstone","","","appears"
"Deziel-Dalt","Deziel Dalt","","The Knight of Lemonwood","","House Dalt","","","appears"
"Dick","Dick","","","","Kingswood Brotherhood","","","mentioned"
"Dick-Follard","Dick Follard","","","Dick Follard;Deaf Dick Follard","Night's Watch","","","appears"
"Dickon-Frey","Dickon Frey","","","","House Frey","","","mentioned"
"Dickon-Manwoody","Dickon Manwoody","","","","House Manwoody","","","appears"
"Dirk","Dirk","","","","Night's Watch","","","appears"
"Donal-Noye","Donal Noye","","","","House Baratheon;Night's Watch","","","appears"
"Donnel-Haigh","Donnel Haigh","","Ser","","House Haigh","","","appears"
"Donnel-Hill","Donnel Hill","","","Donnel Hill;Sweet Donnel Hill","Night's Watch","","","appears"
"Donnel-Locke","Donnel Locke","","Ser","","House Locke","","","appears"
"Donnel-Waynwood","Donnel Waynwood","","Ser;Knight of the Gate","","House Waynwood","","","mentioned"
"Dontos-Hollard","Dontos Hollard","","Ser","Dontos Hollard;Dontos the Red;Dontos the Drunk;Florian","House Hollard","","","appears"
"Donyse","Donyse","","Septa","","","","","mentioned"
"Doran-Martell","Doran Martell","","Prince of Dorne;Lord of Sunspear","","House Nymeros Martell","","Dornish","mentioned"
"Dormund","Dormund","","","","","","Free Folk","mentioned"
"Dornish-Dilly","Dornish Dilly","","","","Night's Watch","","","appears"
"Drogo","Drogo","","Khal","Drogo;Great Rider;Great Khal","","","Dothraki","mentioned"
"Dryn","Dryn","","","","","","Free Folk","mentioned"
"Dudley","Dudley","","Ser","","","","","A Storm of Swords"
"Dunk","Dunk","","Ser;Lord Commander of the Kingsguard","Dunk;Dunk;Duncan the Tall;Dunk the Lunk;Ser Giant;The Gallows Knight","Kingsguard","","Crownlands","mentioned"
"Duncan-Targaryen","Duncan Targaryen","","Prince of Dragonstone (renounced)","Duncan Targaryen;Prince Duncan the Small;Prince of Dragonflies","House Targaryen","","","mentioned"
"Dunsen","Dunsen","","","","House Clegane","","","mentioned"
"Dunstan-Drumm","Dunstan Drumm","","Lord of Old Wyk;Captain of the Thunderer","Dunstan Drumm;The Drumm;The Bone Hand","House Drumm","","Ironborn","mentioned"
"Duram-Bar-Emmon","Duram Bar Emmon","","Lord of Sharp Point","","House Bar Emmon","","","mentioned"
"Dyah","Dyah","","","","","","Free Folk","mentioned"
"Dywen","Dywen","","","","Night's Watch","","","appears"
"Easy","Easy","","","","Night's Watch","","","appears"
"Ebben","Ebben","","","","Night's Watch","","","mentioned"
"Eddara-Tallhart","Eddara Tallhart","","Lady of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
