"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Aron-Santagar","Aron Santagar","","Ser;Master-at-arms of the Red Keep","","House Santagar;House Baratheon of King's Landing","","Dornish","mentioned"
"Arron","Arron","","","","Night's Watch","","","mentioned"
"Arron-Qorgyle","Arron Qorgyle","","Ser","","House Qorgyle","","","mentioned"
"Arryk-Cargyll","Arryk Cargyll","","Ser","","House Cargyll;Kingsguard;Greens","","","mentioned"
"Arryk-(guard)","Arryk (guard)","","","Arryk (guard);&quot;Left&quot; or &quot;Right&quot;","House Tyrell","","","appears"
"Arthur-Ambrose","Arthur Ambrose","","Lord","","House Ambrose","","","mentioned"
"Arthur-Dayne","Arthur Dayne","","Ser;Sword of the Morning","","House Dayne;Kingsguard","","Dornishmen","mentioned"
"Arwood-Frey","Arwood Frey","","Ser","","House Frey","","","mentioned"
"Arwyn-Frey","Arwyn Frey","","","","House Frey","","","mentioned"
"Arwyn-Oakheart","Arwyn Oakheart","","Lady of Old Oak","","House Oakheart","","","mentioned"
"Arya-Stark","Arya Stark","","Princess","Arya Stark;Arya Horseface;Arya Underfoot;Arry;Lumpyface/Lumpyhead;Stickboy;Weasel;Nymeria/Nan;Squab;Salty;Cat of the Canals;Beth;The Blind Girl;The Ugly Little Girl;Mercedene/Mercy","House Stark;Faceless Men","","Northmen","POV"
"Arys-Oakheart","Arys Oakheart","","Ser","","House Oakheart;Kingsguard","","Reach","POV"
"Asha-Greyjoy","Asha Greyjoy","","Princess;Captain of the Black Wind;Conqueror of Deepwood Motte","Asha Greyjoy;Esgred;The Kraken's Daughter","House Greyjoy;House Ironmaker (forced marriage)","","Ironborn","POV"
"Assadora-of-Ibben","Assadora of Ibben","","","Assadora of Ibben;Assadora of Ibben","","","Ibbenese","mentioned"
"Aurane-Waters","Aurane Waters","","Grand admiral (master of ships)Lord of the Waters;","Aurane Waters;Bastard of Driftmark;Lord Waters;","House Velaryon","","Valyrian","appears"
"Axell-Florent","Axell Florent","","Ser;Castellan of Dragonstone (formerly)Hand of the Queen (self-styled)","","House Florent;Queen's men","","","mentioned"
"Azor-Ahai","Azor Ahai","","","Azor Ahai;Warrior of Light;Son of Fire;Warrior of Fire;Hyrkoon the Hero;Yin Tar;Neferion;Eldric Shadowchaser","","","Asshai","mentioned"
"Baelor-Blacktyde","Baelor Blacktyde","","Lord of Blacktyde;Captain of the Nightflyer","","House Blacktyde","","Ironborn","appears"
"Baelor-Hightower","Baelor Hightower","","Ser","Baelor Hightower;Baelor Brightsmile;Baelor Breakwind","House Hightower","","","mentioned"
"Baelor-I-Targaryen","Baelor I Targaryen","Baelor Targaryen the First of His Name","","Baelor I Targaryen;Baelor the Beloved;Baelor the Blessed;Baelor the Befuddled;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Ballabar","Ballabar","","Maester","","House Redwyne","","","mentioned"
"Balman-Byrch","Balman Byrch","","Ser","","House Byrch","","","mentioned"
"Balon-Botley","Balon Botley","","","","House Botley","","Ironborn","mentioned"
"Balon-Greyjoy","Balon Greyjoy","Balon Greyjoy; the Ninth of His Name Since the Grey King","","Balon Greyjoy;Balon the Brave;Balon the Blessed;Balon the Twice Crowned;Balon the Widowmaker;The Kraken King;Iron King;King of the Isles and the North;King of Salt and Rock;Son of the Sea Wind;Lord Reaper of Pyke;The Greyjoy;Captain of the Great Kraken","House Greyjoy","House Greyjoy","","mentioned"
"Balon-Swann","Balon Swann","","Ser","","House Swann;Kingsguard","","Stormlander","appears"
"Bandy","Bandy","","","","House Stark","","Northmen","mentioned"
"Barbrey-Dustin","Barbrey Dustin","","Lady of Barrowton","","House Ryswell;House Dustin","","Northmen","mentioned"
"Barristan-Selmy","Barristan Selmy","","Ser;Lord Commander of the Kingsguard (former)Hand of the Queen","Barristan Selmy;Barristan the Bold;Arstan Whitebeard;Ser Grandfather;Barristan the Old;Old Ser","House Selmy;House Targaryen;Kingsguard;Queensguard","","Westeros","mentioned"
"Barth","Barth","","Septon;Hand of the King","","Faith of the Seven;House Targaryen","","","mentioned"
"Bayard-Norcross","Bayard Norcross","","Ser","","House Norcross","","","appears"
"Bearded-Ben","Bearded Ben","","","","Night's Watch","","","appears"
"Beardless-Dick","Beardless Dick","","","","Brotherhood Without Banners","","","mentioned"
"Bedwyck","Bedwyck","","","Bedwyck;Giant","Night's Watch","","","mentioned"
"Belandra","Belandra","","","","House Martell","","","mentioned"
"Bella","Bella","","","","","","","mentioned"
"Bellegere-Otherys","Bellegere Otherys","","","Bellegere Otherys;the Black Pearl of Braavos","","","Braavosi","mentioned"
"Bellegere-Otherys-(Courtesan)","Bellegere Otherys (Courtesan)","","","Bellegere Otherys (Courtesan);Black Pearl of Braavos;Brown Pearl","","","Braavosi","appears"
"Bellena-Hawick","Bellena Hawick","","","","House Hawick;House Frey","","","mentioned"
"Bellonara-Otherys","Bellonara Otherys","","","Bellonara Otherys;Black Pearl of Braavos","","","Braavosi","mentioned"
"Belwas","Belwas","","","Belwas;Strong Belwas;Belwas the Strong","House Targaryen;Queensguard;Ruling council of Meereen","","Meereenese","mentioned"
"Ben","Ben","","","","","","","appears"
"Ben-Blackthumb","Ben Blackthumb","","","Ben Blackthumb;Ben Blackthumb","House Whent;House Lannister","","","mentioned"
"Ben-Bushy","Ben Bushy","","Ser","Ben Bushy;Big Ben","House Bushy","","","mentioned"
"Ben-Plumm","Ben Plumm","","Commander of the Second Sons","Ben Plumm;Brown Ben Plumm","Second Sons","","","mentioned"
"Benedar-Belmore","Benedar Belmore","","Lord of Strongsong","","House Belmore;Lords Declarant","","","appears"
"Benedict","Benedict","","Archmaester","","","","","mentioned"
"Benedict-Broom","Benedict Broom","","Ser;Master-at-arms at Casterly Rock","","House Broom;House Lannister","","","mentioned"
"Benfred-Tallhart","Benfred Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Benfrey-Frey","Benfrey Frey","","Ser","","House Frey","","","mentioned"
"Benjen-Stark","Benjen Stark","","First Ranger","Benjen Stark;The Wolf Pup;Ben Stark","House Stark;Night's Watch","","Northmen","mentioned"
"Bennard-Brune","Bennard Brune","","Ser;The Knight of Brownhollow","","House Brune of Brownhollow","","","mentioned"
"Bennarion-Botley","Bennarion Botley","","","","House Botley","","Ironborn","mentioned"
"Bennet","Bennet","","Septon","","","","","mentioned"
"Beqqo","Beqqo","","","","","","Braavosi","mentioned"
"Beren-Tallhart","Beren Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Berena-Hornwood","Berena Hornwood","","","","House Hornwood;House Tallhart","","Northmen","mentioned"
"Beric-Dondarrion","Beric Dondarrion","","Lord of Blackhaven","Beric Dondarrion;The Lightning Lord;The Lord of Corpses;Lord Derik","House Dondarrion Brotherhood without banners","","","mentioned"
"Beron-Blacktyde","Beron Blacktyde","","","Beron Blacktyde;Blind Beron Blacktyde","House Blacktyde;Drowned men","","","mentioned"
"Beth-Cassel","Beth Cassel","","","","House Cassel","","Northmen","mentioned"
"Bethany-(Blushing-Bethany)","Bethany (Blushing Bethany)","","","Bethany (Blushing Bethany);Blushing Bethany","","","Braavosi","mentioned"
"Bethany-Bolton","Bethany Bolton","","Lady of the Dreadfort","","House Bolton;House Ryswell","","Northmen","mentioned"
"Bethany-Bracken","Bethany Bracken","","","","House Bracken","","","mentioned"
"Bethany-Rosby","Bethany Rosby","","Lady","","House Rosby;House Frey","","","mentioned"
"Betharios-of-Braavos","Betharios of Braavos","","","Betharios of Braavos;Betharios of Braavos","House Frey","","","mentioned"
"Big-Boil","Big Boil","","","","","","Free Folk","mentioned"
"Biter","Biter","","","Biter;Biter by Amok&copy;","Brave Companions","","","appears"
"Black-Bernarr","Black Bernarr","","","","Night's Watch","","","mentioned"
"Black-Jack-Bulwer","Black Jack Bulwer","","First Ranger","Black Jack Bulwer;Black Jack Bulwer","Night's Watch","","","appears"
"Bluetooth","Bluetooth","","","","House Greyjoy","","Ironborn","mentioned"
"Bodger","Bodger","","","","","","Free Folk","mentioned"
"Bonifer-Hasty","Bonifer Hasty","","Ser;Castellan of Harrenhal","Bonifer Hasty;Bonifer the Good;Baelor Butthole","House Hasty;The Holy Hundred","","","appears"
"Boremund-Harlaw","Boremund Harlaw","","Master of Harridan Hill","Boremund Harlaw;Boremund the Blue","House Harlaw of Harridan Hill","","Ironborn","appears"
"Boros-Blount","Boros Blount","","Ser","Boros Blount;Boros the Belly","House Blount;Kingsguard","","","appears"
"Bors","Bors","","","","House Martell","","","mentioned"
"Bowen-Marsh","Bowen Marsh","","Lord Steward;First Steward","Bowen Marsh;Old Pomegranate","Night's Watch","","","mentioned"
"Boy","Boy","","","","","","","mentioned"
"Bradamar-Frey","Bradamar Frey","","","","House Frey","","","mentioned"
"Brandon-Norrey","Brandon Norrey","","The Norrey;Lord Norrey","","House Norrey","","Northern mountain clans","mentioned"
"Bran-Stark","Bran Stark","","Prince of Winterfell;","Bran Stark;Bran;Bran the Broken;The Winged Wolf","House Stark","","Northmen","mentioned"
"Bran-the-Builder","Bran the Builder","","King of Winter","Bran the Builder;Bran the Builder","House Stark","","First Men","mentioned"
"Brandon-Tallhart","Brandon Tallhart","","","","House Tallhart","","Northmen","mentioned"
"Branston-Cuy","Branston Cuy","","Lord of Sunflower Hall","","House Cuy","","","mentioned"
"Brea","Brea","","","","","","Braavosi","mentioned"
"Brella","Brella","","","","House Baratheon (formerly)House Lannister (formerly)","","","mentioned"
"Brienne-of-Tarth","Brienne of Tarth","","","Brienne of Tarth;Brienne of Tarth;The Maid of Tarth;Brienne the Beauty;Brienne the Blue","House Tarth;House Baratheon of Storm's End;Rainbow Guard;House Tully","","","POV"
"Bronn","Bronn","","Ser","Bronn;Ser Bronn of the Blackwater;Lord Stokeworth","House Stokeworth","","","mentioned"
"Brusco","Brusco","","","Brusco;Big Brusco","","","Braavosi","appears"
"Bryan-Frey","Bryan Frey","","","","House Frey","","","mentioned"
"Bryen-Caron","Bryen Caron","","Lord of the Marches;Lord of Nightsong","","House Caron","","","mentioned"
"Bryen-Farring","Bryen Farring","","","","House Farring","","","mentioned"
"Brynden-Rivers","Brynden Rivers","","Ser;Hand of the King;Lord Commander of the Night's Watch;","Brynden Rivers;Lord Bloodraven;The three-eyed crow","House Targaryen;Night's Watch","","Valyrian","mentioned"
"Brynden-Tully","Brynden Tully","","Ser;Warden of the Southern Marches;Knight of the Gate (formerly)","Brynden Tully;Blackfish;Ser Brynden the Blackfish;Brynden Blackfish","House Tully;House Arryn (formerly)","","Rivermen","appears"
"Burton-Crakehall","Burton Crakehall","","Ser","","House Crakehall","","","mentioned"
"Butterbumps","Butterbumps","","","Butterbumps;Butterbumps","House Tyrell","","","mentioned"
"Byron","Byron","","Ser","Byron;Byron the Beautiful","House Baelish","","","appears"
"Caleotte","Caleotte","","Maester","","House Martell","","","appears"
"Canker-Jeyne","Canker Jeyne","","","Canker Jeyne;Canker Jeyne","","","Braavosi","mentioned"
"Carellen-Smallwood","Carellen Smallwood","","","","House Smallwood","","","mentioned"
"Carolei-Waynwood","Carolei Waynwood","","","","House Waynwood;House Frey","","","mentioned"
"Carrot","Carrot","","","","House Royce of the Gates of the Moon","","","mentioned"
"Cass","Cass","","","","","","","mentioned"
"Castos","Castos","","Archmaester","","","","","mentioned"
"Catelyn-Stark","Catelyn Stark","","Lady of Winterfell","Catelyn Stark;Catelyn Tully;Cat;Lady Stoneheart;The Silent Sister;Mother Merciless;The Hangwoman","House Tully;House Stark;Brotherhood without banners","","Rivermen","appears"
"Cedra","Cedra","","","","House Martell","","","mentioned"
"Cedric-Payne","Cedric Payne","","Ser","","House Payne","","","mentioned"
"Cerenna-Lannister","Cerenna Lannister","","","","House Lannister","","","mentioned"
"Cersei-Frey","Cersei Frey","","","Cersei Frey;the Little Bee","House Frey","","","mentioned"
"Cersei-Lannister","Cersei Lannister","","Light of the West;Queen Dowager;Protector of the Realm;Lady of Casterly Rock;Queen Regent","","House Lannister","","Westerlands","POV"
"Cetheres","Cetheres","","Archmaester","","","","","mentioned"
"Clarence-Crabb","Clarence Crabb","","Ser","","House Crabb","","","mentioned"
"Clarence-Crabb-(Short)","Clarence Crabb (Short)","","Ser","Clarence Crabb (Short);Clarence the Short","House Crabb;Kingsguard","","","mentioned"
"Clayton-Suggs","Clayton Suggs","","Ser","","House Suggs;House Baratheon of Dragonstone;Queen's men","","","mentioned"
"Clement","Clement","","Brother","","","","","mentioned"
"Clement-Crabb","Clement Crabb","","Ser","","House Crabb;Kingsguard","","","mentioned"
"Clement-Piper","Clement Piper","","Lord of Pinkmaiden","","House Piper","","Rivermen","appears"
"Cleon","Cleon","","King of Astapor","Cleon;Cleon the Great;The Butcher King;King Cleaver","","","Astapori","mentioned"
"Cleos-Frey","Cleos Frey","","Ser","","House Frey;House Lannister","","","mentioned"
"Cletus-Yronwood","Cletus Yronwood","","Ser","","House Yronwood","","Dornishmen","mentioned"
"Cley-Cerwyn","Cley Cerwyn","","Lord of Cerwyn","","House Cerwyn","","Northmen","mentioned"
"Clubfoot-Karl","Clubfoot Karl","","","Clubfoot Karl;Clubfoot Karl","Night's Watch","","","mentioned"
"Clydas","Clydas","","","","Night's Watch","","","appears"
"Coldhands","Coldhands","","","","Three-eyed crow","","","mentioned"
"Colemon","Colemon","","Maester","","House Arryn","","","appears"
"Colin-Florent","Colin Florent","","Ser;Castellan of Brightwater Keep","","House Florent","","","mentioned"
"Colmar-Frey","Colmar Frey","","","","House Frey","","","mentioned"
"Conwy","Conwy","","","","Night's Watch","","","mentioned"
"Corliss-Penny","Corliss Penny","","Ser","","House Penny;House Baratheon of Dragonstone;Queen's men","","","mentioned"
"Cossomo","Cossomo","","","Cossomo;Cossomo The Conjurer","","","Braavosi","mentioned"
"Cotter-Pyke","Cotter Pyke","","Commander of Eastwatch-by-the-Sea","","Night's Watch","","Ironborn","mentioned"
"Courtenay-Greenhill","Courtenay Greenhill","","Ser","","House Greenhill","","","mentioned"
"Cragorn","Cragorn","","","","House Greyjoy","","","appears"
"Craster","Craster","","","","","","Free Folk","mentioned"
"Crawn","Crawn","","","","Moon Brothers","","Vale mountain clans","mentioned"
"Creighton-Longbough","Creighton Longbough","","Ser","","","","","appears"
"Creighton-Redfort","Creighton Redfort","","Ser","","House Redfort","","Valemen","mentioned"
"Cressen","Cressen","","Maester","","","","","mentioned"
"Criston-Cole","Criston Cole","","Ser;Lord Commander of the Kingsguard;Hand of the King","Criston Cole;Criston the Kingmaker","House Cole;Rhaenyra Targaryen (formerly)Kingsguard;Greens","","Stormlands","mentioned"
"Cuger","Cuger","","","","Night's Watch","","","mentioned"
"Cynthea-Frey","Cynthea Frey","","","","House Frey","","","mentioned"
"Daario-Naharis","Daario Naharis","","","","Stormcrows","","Tyroshi","mentioned"
"Dacey-Mormont","Dacey Mormont","","","","House Mormont","","Northmen","mentioned"
"Daegon-Shepherd","Daegon Shepherd","","","Daegon Shepherd;The Black Shepherd","House Shepherd","","Ironborn","A Feast for Crows;A Dance with Dragons"
"Daemon-Sand","Daemon Sand","","Ser","Daemon Sand;Bastard of Godsgrace","House Allyrion","","Dornishmen","mentioned"
"Daena-Targaryen","Daena Targaryen","","Princess","Daena Targaryen;Daena the Defiant","House Targaryen","","Valyrian","mentioned"
"Daenerys-Targaryen","Daenerys Targaryen","Daenerys Targaryen the First of Her Name","","Daenerys Targaryen;Dany;Daenerys Stormborn;The Unburnt;Mother of Dragons;Mhysa (mother)The Silver Queen;Silver Lady;Dragonmother;The Dragon Queen;;Khaleesi of the Great Grass Sea;Queen of Meereen;Queen of the Andals and the Rhoynar and the First Men; Lord of the Seven Kingdoms (claimant)Breaker of Shackles/Chains;Queen of the Seven Kingdoms;(claimant)Princess of Dragonstone (claimant)","House Targaryen","House Targaryen","Valyrian","mentioned"
"Daeron-I-Targaryen","Daeron I Targaryen","Daeron Targaryen the First of His Name","","Daeron I Targaryen;The Young Dragon;The Boy King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Daeron-II-Targaryen","Daeron II Targaryen","Daeron Targaryen the Second of His Name","","Daeron II Targaryen;Daeron the Good;Daeron the Falseborn;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm (renounced)","House Targaryen","House Targaryen","","mentioned"
"Daeron-Targaryen-(son-of-Maekar-I)","Daeron Targaryen (son of Maekar I)","","Prince of Dragonstone;Prince of Summerhall","Daeron Targaryen (son of Maekar I);Daeron the Drunken","House Targaryen","","","mentioned"
"Dafyn-Vance","Dafyn Vance","","Ser","","House Vance","","","mentioned"
"Dagmer","Dagmer","","Captain of Foamdrinker","Dagmer;Dagmer Cleftjaw","House Greyjoy","","Ironborn","mentioned"
"Dagon-Ironmaker","Dagon Ironmaker","","","","House Ironmaker","","Ironborn","mentioned"
"Dagon-Greyjoy","Dagon Greyjoy","","Lord Reaper of Pyke;Lord of the Iron Islands","","House Greyjoy","","Ironborn","mentioned"
"Dagos-Manwoody","Dagos Manwoody","","Lord of Kingsgrave","","House Manwoody","","","mentioned"
"Dake-(Guard)","Dake (Guard)","","","","House Lannister","","","mentioned"
"Dalbridge","Dalbridge","","","Dalbridge;Squire Dalbridge","Night's Watch","","","mentioned"
"Dale-Drumm","Dale Drumm","","","Dale Drumm;Dale the Dread","House Drumm","","","mentioned"
"Dale-Seaworth","Dale Seaworth","","Captain of the Wraith","","House Seaworth","","","mentioned"
"Dalla","Dalla","","","","","","Free Folk","mentioned"
"Damion-Lannister","Damion Lannister","","Ser;Castellan of Casterly Rock","","House Lannister","","","mentioned"
"Damon-Paege","Damon Paege","","Ser","","House Paege","","","mentioned"
"Damon-Shett","Damon Shett","","the Knight of Gull Tower;Ser","","House Shett of Gull Tower","","","mentioned"
"Damon-Vypren","Damon Vypren","","Ser","","House Vypren","","","mentioned"
"Dan","Dan","","","Dan;Hempen Dan","","","Free Folk","mentioned"
"Dancy","Dancy","","","","Chataya's brothel","","","mentioned"
"Danelle-Lothston","Danelle Lothston","","Lady of Harrenhal","Danelle Lothston;Mad Danelle","House Lothston","","","mentioned"
"Danwell-Frey","Danwell Frey","","Ser","","House Frey","","","appears"
"Dareon","Dareon","","","Dareon;The Black Singer Lover ;","Night's Watch","","","appears"
"Daughter-of-the-Dusk","Daughter of the Dusk","","","Daughter of the Dusk;The Daughter of the Dusk","","","Braavosi","mentioned"
"Daven-Lannister","Daven Lannister","","Ser;Warden of the West","","House Lannister","","Westerman","appears"
"Davos-Seaworth","Davos Seaworth","","Ser;Lord of the Rainwood;Admiral of the Narrow Sea;Hand of the King;","Davos Seaworth;Onion Knight;Davos Shorthand;The Knight of Onions;Ser Onions;Onion Lord;Smuggler","House Seaworth;House Baratheon of Dragonstone","","Westeros","mentioned"
"Deana-Hardyng","Deana Hardyng","","","","House Hardyng;House Frey","","","mentioned"
"Del","Del","","","","","","Free Folk","mentioned"
"Delena-Florent","Delena Florent","","","","House Florent;House Norcross","","","mentioned"
