"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Joseth-Mallister","Joseth Mallister","","Ser","","House Mallister","","","appears"
"Leo-Tyrell-(Longthorn)","Leo Tyrell (Longthorn)","","Lord Paramount of the Mander;Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South","Leo Tyrell (Longthorn);Leo Longthorn","House Tyrell","","Reach","appears"
"Lyonel-Baratheon","Lyonel Baratheon","","Ser  Lord of Storm's End Lord Paramount of the Stormlands  Storm King (briefly)","Lyonel Baratheon;The Laughing Storm","House Baratheon","","","appears"
"Maekar-I-Targaryen","Maekar I Targaryen","","","","","","","appears"
"Manfred-Dondarrion","Manfred Dondarrion","","Ser","","House Dondarrion","","","appears"
"Matarys-Targaryen","Matarys Targaryen","","Prince","Matarys Targaryen;The Even Younger Prince","House Targaryen","","","mentioned"
"Matarys-Targaryen","Matarys Targaryen","","Prince","Matarys Targaryen;The Even Younger Prince","House Targaryen","","","mentioned"
"Medgar-Tully","Medgar Tully","","Lord Paramount of the Trident;Lord of Riverrun","","House Tully","","Rivermen","appears"
"Myriah-Martell","Myriah Martell","","Princess","Myriah Martell;Myriah Martell","House Martell;House Targaryen","","Dornish","mentioned"
"Nymeria","Nymeria","","Princess;Queen","Nymeria;Nymeria of the Rhoyne","House Martell","","Rhoynar","mentioned"
"Ormond-Westerling","Ormond Westerling","","Ser","","House Westerling","","","appears"
"Otho-Bracken","Otho Bracken","","Ser","Otho Bracken;The Brute of Bracken","House Bracken","","","appears"
"Pearse-Caron","Pearse Caron","","Lord of Nightsong;Lord of the Marches","","House Caron","","","appears"
"Plummer","Plummer","","Steward of Ashford","","House Ashford","","","appears"
"Quentyn-Blackwood","Quentyn Blackwood","","Lord","","House Blackwood","","","mentioned"
"Raymun-Fossoway","Raymun Fossoway","","Ser","","House Fossoway of New Barrel","","","appears"
"Rhaegel-Targaryen","Rhaegel Targaryen","","Prince of Dragonstone","","House Targaryen","","Valyrian","mentioned"
"Robert-Ashford","Robert Ashford","","Ser","","House Ashford","","Reach","appears"
"Robyn-Rhysling","Robyn Rhysling","","Ser","","House Rhysling","","","appears"
"Roland-Crakehall-(Kingsguard)","Roland Crakehall (Kingsguard)","","Ser","","House Crakehall;Kingsguard","","","appears"
"Ryam-Redwyne","Ryam Redwyne","","Ser;Lord Commander of the Kingsguard;Hand of the King","","House Redwyne;Kingsguard","","Reachmen","mentioned"
"Serwyn-of-the-Mirror-Shield","Serwyn of the Mirror Shield","","Ser (in songs and tales)","Serwyn of the Mirror Shield;Serwyn of the Mirror Shield","Kingsguard (in songs and tales)","","","mentioned"
"Steely-Pate","Steely Pate","","","","","","","appears"
"Steffon-Fossoway","Steffon Fossoway","","Ser","","House Fossoway of Cider Hall","","","appears"
"Symeon-Star-Eyes","Symeon Star-Eyes","","","","","","","mentioned"
"Tanselle","Tanselle","","","Tanselle;Tanselle Too-Tall","","","Dornishmen","appears"
"Tybolt-Lannister","Tybolt Lannister","","Ser;Lord of Casterly Rock;Shield of Lannisport;Warden of the West","","House Lannister","","Westerman","appears"
"Valarr-Targaryen","Valarr Targaryen","","Prince  Hand of the King (possibly);","Valarr Targaryen;The Young Prince","House Targaryen","","Valyrian","appears"
"Wate","Wate","","","","House Targaryen","","","The Hedge Knight"
"Willem-Wylde","Willem Wylde","","Ser","","House Wylde;Kingsguard","","","appears"
"Yorkel","Yorkel","","","","House Targaryen","","","appears"
"Yormwell","Yormwell","","Maester","","","","","mentioned"
