char 1, char2, index, text
Jory-Cassel (Jory), Robb-Stark (Robb), 29341, "keep control of his horse as he reached for his sword.  Jory sword was already out. "Robb"
Jory-Cassel (Jory), Bran-Stark (Bran), 29513, "up from the bundle in his arms. "She cant hurt you;" he said. "She dead; Jory."  Bran"
Bran-Stark (Bran), Jon-Snow (Jon), 29698, "them dismount beside the bridge and approach on foot. Bran jumped off and ran.  By then Jon"
Bran-Stark (Bran), Jory-Cassel (Jory), 29704, "dismount beside the bridge and approach on foot. Bran jumped off and ran.  By then Jon; Jory"
Jon-Snow (Jon), Jory-Cassel (Jory), 29704, "dismount beside the bridge and approach on foot. Bran jumped off and ran.  By then Jon; Jory"
Bran-Stark (Bran), Theon-Greyjoy (Theon-Greyjoy), 29723, "the bridge and approach on foot. Bran jumped off and ran.  By then Jon; Jory; and Theon-Greyjoy"
Jon-Snow (Jon), Theon-Greyjoy (Theon-Greyjoy), 29723, "the bridge and approach on foot. Bran jumped off and ran.  By then Jon; Jory; and Theon-Greyjoy"
Jory-Cassel (Jory), Theon-Greyjoy (Theon-Greyjoy), 29723, "the bridge and approach on foot. Bran jumped off and ran.  By then Jon; Jory; and Theon-Greyjoy"
Robb-Stark (Robb), Bran-Stark (Bran), 29888, ""A wolf;" Robb told him.  "A freak;" Greyjoy said. "Look at the size of it."  Bran"
Jon-Snow (Jon), Theon-Greyjoy (Theon-Greyjoy), 30483, ""It no freak;" Jon said calmly. "That a direwolf. They grow larger than the other kind."  Theon-Greyjoy"
Jon-Snow (Jon), Bran-Stark (Bran), 30602, "sighted south of the Wall in two hundred years."  "I see one now;" Jon replied.  Bran"
Bran-Stark (Bran), Robb-Stark (Robb), 30972, "for milk among his leathers; making a sad little whimpery sound. Bran reached out hesitantly. "Go on;" Robb"
Robb-Stark (Robb), Bran-Stark (Bran), 31009, "little whimpery sound. Bran reached out hesitantly. "Go on;" Robb told him. "You can touch him."  Bran"
Bran-Stark (Bran), Jon-Snow (Jon), 31065, "him. "You can touch him."  Bran gave the pup a quick nervous stroke; then turned as Jon"
Hullen (Hullen), Jory-Cassel (Jory), 31401, "many years;" muttered Hullen; the master of horse. "I like it not."  "It is a sign;" Jory"
Jory-Cassel (Jory), Jon-Snow (Snow), 31498, "said.  Father frowned. "This is only a dead animal; Jory;" he said. Yet he seemed troubled. Snow"
Hullen (Hullen), Bran-Stark (Bran), 32460, "man put in. "Worse luck."  "No matter;" said Hullen. "They be dead soon enough too."  Bran"
Bran-Stark (Bran), Theon-Greyjoy (Theon-Greyjoy), 32531, "dead soon enough too."  Bran gave a wordless cry of dismay.  "The sooner the better;" Theon-Greyjoy"
Theon-Greyjoy (Theon-Greyjoy), Bran-Stark (Bran), 32585, "of dismay.  "The sooner the better;" Theon-Greyjoy agreed. He drew his sword. "Give the beast here; Bran"
Bran-Stark (Bran), Robb-Stark (Robb), 32738, "it heard and understood. "No!" Bran cried out fiercely. "It mine."  "Put away your sword; Greyjoy;" Robb"
Harwin (Harwin), Hullen (Hullen), 32917, "someday be. "We will keep these pups."  "You cannot do that; boy;" said Harwin; who was Hullen"
Harwin (Harwin), Bran-Stark (Bran), 32972, "said Harwin; who was Hullen son.  "It be a mercy to kill them;" Hullen said.  Bran"
Hullen (Hullen), Bran-Stark (Bran), 32972, "said Harwin; who was Hullen son.  "It be a mercy to kill them;" Hullen said.  Bran"
Robb-Stark (Robb), Rodrik-Cassel (Ser-Rodrik), 33294, "looked away. He did not want to cry in front of his father.  Robb resisted stubbornly. "Ser-Rodrik"
Jon-Snow (Jon), Bran-Stark (Bran), 33542, "nurse."  "Lord Stark;" Jon said. It was strange to hear him call Father that; so formal. Bran"
Bran-Stark (Bran), Jon-Snow (Jon), 33915, "my lord."  Bran saw his father face change; saw the other men exchange glances. He loved Jon"
Jon-Snow (Jon), Bran-Stark (Bran), 33970, "other men exchange glances. He loved Jon with all his heart at that moment. Even at seven; Bran"
Bran-Stark (Bran), Jon-Snow (Jon), 34050, "Even at seven; Bran understood what his brother had done. The count had come right only because Jon"
Jon-Snow (Jon), Rickon-Stark (Rickon), 34119, "count had come right only because Jon had omitted himself. He had included the girls; included even Rickon"
Rickon-Stark (Rickon), Jon-Snow (Snow), 34176, "had included the girls; included even Rickon; the baby; but not the bastard who bore the surname Snow"
Jon-Snow (Jon), Robb-Stark (Robb), 34526, "House Stark;" Jon pointed out. "I am no Stark; Father."  Their lord father regarded Jon thoughtfully. Robb"
Bran-Stark (Bran), Robb-Stark (Robb), 35468, "will kill a rat. Are you sure you want this?"  "Yes; Father;" Bran said.  "Yes;" Robb"
Robb-Stark (Robb), Jory-Cassel (Jory), 35601, "you do."  "They wont die;" Robb said. "We wont let them die."  "Keep them; then. Jory"
Jory-Cassel (Jory), Desmond (Desmond), 35610, "do."  "They wont die;" Robb said. "We wont let them die."  "Keep them; then. Jory; Desmond"
Robb-Stark (Robb), Desmond (Desmond), 35610, "do."  "They wont die;" Robb said. "We wont let them die."  "Keep them; then. Jory; Desmond"
Bran-Stark (Bran), Jon-Snow (Jon), 35955, "for the long ride home. Bran was wondering what to name him.  Halfway across the bridge; Jon"
Jon-Snow (Jon), Bran-Stark (Bran), 36047, "up suddenly.  "What is it; Jon?" their lord father asked.  "Cant you hear it?"  Bran"
Theon-Greyjoy (Theon-Greyjoy), Jon-Snow (Jon-Snow), 36909, ""An albino;" Theon-Greyjoy said with wry amusement. "This one will die even faster than the others."  Jon-Snow"
Eddard-Stark (Ned), Catelyn-Stark (Catelyn), 40486, "her as she came. "Ned;" she called softly.  He lifted his head to look at her. "Catelyn"
Arya-Stark (Arya), Sansa-Stark (Sansa), 40848, "eyes watching her; but she did her best to ignore them. "Arya is already in love; and Sansa"
Arya-Stark (Arya), Rickon-Stark (Rickon), 40884, "her best to ignore them. "Arya is already in love; and Sansa is charmed and gracious; but Rickon"
Sansa-Stark (Sansa), Rickon-Stark (Rickon), 40884, "her best to ignore them. "Arya is already in love; and Sansa is charmed and gracious; but Rickon"
Rickon-Stark (Rickon), Eddard-Stark (Ned), 40925, "love; and Sansa is charmed and gracious; but Rickon is not quite sure."  "Is he afraid?" Ned"
Sansa-Stark (Sansa), Eddard-Stark (Ned), 40925, "love; and Sansa is charmed and gracious; but Rickon is not quite sure."  "Is he afraid?" Ned"
Bran-Stark (Bran), Catelyn-Stark (Catelyn), 41765, "for Bran sake. You would have been proud of Bran."  "I am always proud of Bran;" Catelyn"
Catelyn-Stark (Catelyn), Eddard-Stark (Ned), 42994, "with this King-beyond-the-Wall for good and all."  "Beyond the Wall?" The thought made Catelyn shudder.  Ned"
Catelyn-Stark (Catelyn), Mance-Rayder (Mance-Rayder), 43035, " "Beyond the Wall?" The thought made Catelyn shudder.  Ned saw the dread on her face. "Mance-Rayder"
Eddard-Stark (Ned), Mance-Rayder (Mance-Rayder), 43035, " "Beyond the Wall?" The thought made Catelyn shudder.  Ned saw the dread on her face. "Mance-Rayder"
Eddard-Stark (Ned), Jon-Arryn (Lord-Arryn), 44189, "she had known it would. In his youth; Ned had fostered at the Eyrie; and the childless Lord-Arryn"
Jon-Arryn (Lord-Arryn), Robert-Baratheon (Robert-Baratheon), 44261, "the Eyrie; and the childless Lord-Arryn had become a second father to him and his fellow ward; Robert-Baratheon"
Jon-Arryn (Lord-Arryn), Aerys-Targaryen (Mad-King-Aerys), 44286, "the childless Lord-Arryn had become a second father to him and his fellow ward; Robert-Baratheon. When the Mad-King-Aerys"
Robert-Baratheon (Robert-Baratheon), Aerys-Targaryen (Mad-King-Aerys), 44286, "the childless Lord-Arryn had become a second father to him and his fellow ward; Robert-Baratheon. When the Mad-King-Aerys"
Aerys-Targaryen (Mad-King-Aerys), Jon-Arryn (LordoftheEyrie), 44344, "to him and his fellow ward; Robert-Baratheon. When the Mad-King-Aerys II Targaryen had demanded their heads; the LordoftheEyrie"
Robert-Baratheon (Robert-Baratheon), Jon-Arryn (LordoftheEyrie), 44344, "to him and his fellow ward; Robert-Baratheon. When the Mad-King-Aerys II Targaryen had demanded their heads; the LordoftheEyrie"
Eddard-Stark (Ned), Hoster-Tully (Lord-Hoster-Tully), 44635, "he and Ned stood together in the sept at Riverrun to wed two sisters; the daughters of Lord-Hoster-Tully"
Hoster-Tully (Lord-Hoster-Tully), Jon-Arryn (JonArryn), 44647, "Ned stood together in the sept at Riverrun to wed two sisters; the daughters of Lord-Hoster-Tully.  "JonArryn"
Hoster-Tully (Lord-Hoster-Tully), Robert-Baratheon (the-king), 44701, "sisters; the daughters of Lord-Hoster-Tully.  "JonArryn �" he said. "Is this news certain?"  "It was the-king"
Jon-Arryn (JonArryn), Robert-Baratheon (the-king), 44701, "sisters; the daughters of Lord-Hoster-Tully.  "JonArryn �" he said. "Is this news certain?"  "It was the-king"
Robert-Baratheon (Robert), Jon-Arryn (Lord-Arryn), 44784, "the-king seal; and the letter is in Robert own hand. I saved it for you. He said Lord-Arryn"
Jon-Arryn (Lord-Arryn), Pycelle (Maester-Pycelle), 44824, "is in Robert own hand. I saved it for you. He said Lord-Arryn was taken quickly. Even Maester-Pycelle"
Robert-Baratheon (Robert), Pycelle (Maester-Pycelle), 44824, "is in Robert own hand. I saved it for you. He said Lord-Arryn was taken quickly. Even Maester-Pycelle"
Pycelle (Maester-Pycelle), Jon-Arryn (JonArryn), 44888, "Lord-Arryn was taken quickly. Even Maester-Pycelle was helpless; but he brought the milk of the poppy; so JonArryn"
Jon-Arryn (JonArryn), Catelyn-Stark (Catelyn), 45527, "waits in the Vale; does he not? JonArryn named him Knight of the Gate; Id heard."  Catelyn"
Catelyn-Stark (Catelyn), Brynden-Tully (Brynden), 45544, "the Vale; does he not? JonArryn named him Knight of the Gate; Id heard."  Catelyn nodded. "Brynden"
Jon-Arryn (JonArryn), Brynden-Tully (Brynden), 45544, "the Vale; does he not? JonArryn named him Knight of the Gate; Id heard."  Catelyn nodded. "Brynden"
Lysa-Arryn (Lysa), Catelyn-Stark (Catelyn), 45845, "children about him; and Lysa should not be alone in her grief."  "Would that I could;" Catelyn"
Catelyn-Stark (Catelyn), Robert-Baratheon (The-king), 45891, "be alone in her grief."  "Would that I could;" Catelyn said. "The letter had other tidings. The-king"
Robert-Baratheon (The-king), Eddard-Stark (Ned), 45946, ""The letter had other tidings. The-king is riding to Winterfell to seek you out."  It took Ned"
Robert-Baratheon (Robert), Catelyn-Stark (Catelyn), 46123, "left his eyes. "Robert is coming here?" When she nodded; a smile broke across his face.  Catelyn"
Benjen-Stark (Ben), Luwin (Maester-Luwin), 46562, "the Wall."  "Yes; of course;" he agreed. "Ben will want to be here. I shall tell Maester-Luwin"
Benjen-Stark (Ben), Eddard-Stark (Ned), 46594, "he agreed. "Ben will want to be here. I shall tell Maester-Luwin to send his swiftest bird." Ned"
Luwin (Maester-Luwin), Eddard-Stark (Ned), 46594, "he agreed. "Ben will want to be here. I shall tell Maester-Luwin to send his swiftest bird." Ned"
Cersei-Lannister (Cersei), Robert-Baratheon (Robert), 46917, "all their retainers; and half again as many freeriders. Cersei and the children travel with them."  "Robert"
Cersei-Lannister (The-queen), Eddard-Stark (Ned), 47094, "more time to prepare."  "The-queen  brothers are also in the party;" she told him.  Ned"
Eddard-Stark (Ned), Cersei-Lannister (the-queen), 47159, "the party;" she told him.  Ned grimaced at that. There was small love between him and the-queen"
Cersei-Lannister (the-queen), Catelyn-Stark (Catelyn), 47175, "she told him.  Ned grimaced at that. There was small love between him and the-queen family; Catelyn"
Eddard-Stark (Ned), Catelyn-Stark (Catelyn), 47175, "she told him.  Ned grimaced at that. There was small love between him and the-queen family; Catelyn"
Catelyn-Stark (Catelyn), Robert-Baratheon (Robert), 47237, "love between him and the-queen family; Catelyn knew. The Lannisters of Casterly Rock had come late to Robert"
Cersei-Lannister (the-queen), Robert-Baratheon (Robert), 47237, "love between him and the-queen family; Catelyn knew. The Lannisters of Casterly Rock had come late to Robert"
Tommen (Prince-Tommen), Bran-Stark (Bran), 47719, "must be; what; five by now?"  "Prince-Tommen is seven;" she told him. "The same age as Bran"
Bran-Stark (Bran), Eddard-Stark (Ned), 47732, "what; five by now?"  "Prince-Tommen is seven;" she told him. "The same age as Bran. Please; Ned"
Tommen (Prince-Tommen), Eddard-Stark (Ned), 47732, "what; five by now?"  "Prince-Tommen is seven;" she told him. "The same age as Bran. Please; Ned"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 47926, "passing year."  Ned squeezed her hand. "There must be a feast; of course; with singers; and Robert"
Robert-Baratheon (Robert), Jory-Cassel (Jory), 47963, "must be a feast; of course; with singers; and Robert will want to hunt. I shall send Jory"
Illyrio-Mopatis (Magister-Illyrio), Viserys-Targaryen (Viserys), 48623, "frightened her. She pulled her hand away. "Is it really mine?"  "A gift from the Magister-Illyrio;" Viserys"
Illyrio-Mopatis (Illyrio), Daenerys-Targaryen (Dany), 48867, "jewels of all sorts. Illyrio has promised. Tonight you must look like a princess."  A princess; Dany"
Illyrio-Mopatis (Illyrio), Viserys-Targaryen (Viserys), 49278, "seldom come without their price; here in the free city of Pentos.  "Illyrio is no fool;" Viserys"
Daenerys-Targaryen (Dany), Illyrio-Mopatis (Magister-Illyrio), 49492, "that I will not forget my friends when I come into my throne."  Dany said nothing. Magister-Illyrio"
Viserys-Targaryen (Viserys), Illyrio-Mopatis (Illyrio), 50085, "when roused. Viserys called it "waking the dragon."  Her brother hung the gown beside the door. "Illyrio"
Robert-Baratheon (Usurper), Daenerys-Targaryen (Daenerys), 52541, "boy of eight when they fled King Landing to escape the advancing armies of the Usurper; but Daenerys"
Rhaegar-Targaryen (Rhaegar), Robert-Baratheon (Usurper), 52815, "The midnight flight to Dragonstone; moonlight shimmering on the ship black sails. Her brother Rhaegar battling the Usurper"
Viserys-Targaryen (Viserys), Robert-Baratheon (Usurper), 52949, "dying for the woman he loved. The sack of King Landing by the ones Viserys called the Usurper"
Robert-Baratheon (Usurper), Elia-Martell (Princess-Elia), 53000, "sack of King Landing by the ones Viserys called the Usurper dogs; the lords Lannister and Stark. Princess-Elia"
Viserys-Targaryen (Viserys), Elia-Martell (Princess-Elia), 53000, "sack of King Landing by the ones Viserys called the Usurper dogs; the lords Lannister and Stark. Princess-Elia"
Elia-Martell (Princess-Elia), Rhaegar-Targaryen (Rhaegar), 53039, "Viserys called the Usurper dogs; the lords Lannister and Stark. Princess-Elia of Dorne pleading for mercy as Rhaegar"
Robert-Baratheon (Usurper), Rhaegar-Targaryen (Rhaegar), 53039, "Viserys called the Usurper dogs; the lords Lannister and Stark. Princess-Elia of Dorne pleading for mercy as Rhaegar"
Robert-Baratheon (Usurper), Willem-Darry (Ser-Willem-Darry), 54071, "remain for long. The garrison had been prepared to sell them to the Usurper; but one night Ser-Willem-Darry"
Daenerys-Targaryen (Dany), Willem-Darry (Ser-Willem), 54814, "the red door. Dany had her own room there; with a lemon tree outside her window. After Ser-Willem"
Robert-Baratheon (Usurper), Daenerys-Targaryen (Dany), 55250, "Her brother would not allow it. The Usurper hired knives were close behind them; he insisted; though Dany"
Viserys-Targaryen (Viserys), Daenerys-Targaryen (Daenerys), 56101, "they have taken from us; we will have it back." Viserys lived for that day. All that Daenerys"
Daenerys-Targaryen (Dany), Illyrio-Mopatis (Illyrio), 56315, " There came a soft knock on her door. "Come;" Dany said; turning away from the window. Illyrio"
Daenerys-Targaryen (Daenerys), Viserys-Targaryen (Viserys), 57773, "mount a horse; a demon archer. Daenerys said nothing. She had always assumed that she would wed Viserys"
Aegon-I (Aegon-the-Conqueror), Viserys-Targaryen (Viserys), 57949, "brother to sister; since Aegon-the-Conqueror had taken his sisters to bride. The line must be kept pure; Viserys"
Daenerys-Targaryen (Dany), Illyrio-Mopatis (Illyrio), 59146, "said breathlessly when they were done. Dany glanced at her image in the silvered looking glass that Illyrio"
Drogo (Drogo), Viserys-Targaryen (Viserys), 60279, "vision; Your Grace; a vision;" he told her brother. "Drogo will be enraptured."  "She too skinny;" Viserys"
Illyrio-Mopatis (Illyrio), Drogo (Khal-Drogo), 60593, "on the hilt of the sword that Illyrio had lent him; and said; "Are you sure that Khal-Drogo"
Drogo (the-khal), Illyrio-Mopatis (Illyrio), 60688, "likes his women this young?"  "She has had her blood. She is old enough for the-khal;" Illyrio"
Drogo (Drogo), Daenerys-Targaryen (Daenerys), 60968, "king; sister to the new; she cannot fail to entrance our Drogo." When he released her hand; Daenerys"
Drogo (Khal-Drogo), Illyrio-Mopatis (Illyrio), 61139, "doubtfully. "The savages have queer tastes. Boys; horses; sheep �"  "Best not suggest this to Khal-Drogo;" Illyrio"
Daenerys-Targaryen (Dany), Illyrio-Mopatis (Illyrio), 61755, "their shoulders. It was warm and close inside behind the curtains. Dany could smell the stench of Illyrio"
Viserys-Targaryen (Viserys), Daenerys-Targaryen (Dany), 62022, "need his whole khalasar;" Viserys said. His fingers toyed with the hilt of his borrowed blade; though Dany"
Robert-Baratheon (Usurper), Elia-Martell (Elia), 62334, "Greyjoy; they have no more love for the Usurper than I do. The Dornishmen burn to avenge Elia"
Illyrio-Mopatis (Illyrio), Robert-Baratheon (Usurper), 63024, "words as she mistrusted everything about Illyrio. Her brother was nodding eagerly; however. "I shall kill the Usurper"
Robert-Baratheon (Usurper), Rhaegar-Targaryen (Rhaegar), 63108, "shall kill the Usurper myself;" he promised; who had never killed anyone; "as he killed my brother Rhaegar"
Rhaegar-Targaryen (Rhaegar), Jaime-Lannister (Kingslayer), 63143, "he promised; who had never killed anyone; "as he killed my brother Rhaegar. And Lannister too; the Kingslayer"
Jaime-Lannister (Kingslayer), Illyrio-Mopatis (Magister-Illyrio), 63223, "Lannister too; the Kingslayer; for what he did to my father."  "That would be most fitting;" Magister-Illyrio"
Illyrio-Mopatis (Magister-Illyrio), Daenerys-Targaryen (Dany), 63234, "the Kingslayer; for what he did to my father."  "That would be most fitting;" Magister-Illyrio said. Dany"
Jaime-Lannister (Kingslayer), Daenerys-Targaryen (Dany), 63234, "the Kingslayer; for what he did to my father."  "That would be most fitting;" Magister-Illyrio said. Dany"
Drogo (the-khal), Illyrio-Mopatis (Illyrio), 63646, "brick walls overgrown with pale ivy. It had been given to the-khal by the magisters of Pentos; Illyrio"
Viserys-Targaryen (Viserys), Illyrio-Mopatis (Magister-Illyrio), 64615, "frightened as she felt. "Insolent xeunuch;" Viserys muttered as the palanquin lurched up toward the manse.  Magister-Illyrio"
Drogo (The-khal), Robert-Baratheon (Usurper), 64800, "men have enemies. The-khal must protect his guests; yourself chief among them; Your Grace. No doubt the Usurper"
Robert-Baratheon (Usurper), Viserys-Targaryen (Viserys), 64851, "among them; Your Grace. No doubt the Usurper would pay well for your head."  "Oh; yes;" Viserys"
Robert-Baratheon (Usurper), Illyrio-Mopatis (Illyrio), 64887, "the Usurper would pay well for your head."  "Oh; yes;" Viserys said darkly. "He has tried; Illyrio"
Viserys-Targaryen (Viserys), Illyrio-Mopatis (Illyrio), 64887, "the Usurper would pay well for your head."  "Oh; yes;" Viserys said darkly. "He has tried; Illyrio"
Varys (eunuch), Viserys-Targaryen (Viserys), 65649, "lanterns all along the walls. Beneath an arch of twining stone leaves; a eunuch sang their coming. "Viserys"
Daenerys-Targaryen (Princess-of-Dragonstone), Illyrio-Mopatis (Illyrio-Mopatis), 65934, "Lord of the Seven Kingdoms and Protector of the Realm. His sister; Daenerys-Stormborn; Princess-of-Dragonstone. His honorable host; Illyrio-Mopatis"
Illyrio-Mopatis (Illyrio-Mopatis), Varys (eunuch), 66003, "Princess-of-Dragonstone. His honorable host; Illyrio-Mopatis; Magister of the Free City of Pentos."  They stepped past the eunuch"
Illyrio-Mopatis (Illyrio), Drogo (Drogo), 66686, "of fear; that she was the only woman there.  Illyrio whispered to them. "Those three are Drogo"
Drogo (Drogo), Moro (Khal-Moro), 66744, " Illyrio whispered to them. "Those three are Drogo bloodriders; there;" he said. "By the pillar is Khal-Moro"
Jorah-Mormont (Ser-Jorah-Mormont), Daenerys-Targaryen (Daenerys), 66909, "to the Archon of Tyrosh; and the man behind him is Ser-Jorah-Mormont."  The last name caught Daenerys"
Daenerys-Targaryen (Daenerys), Illyrio-Mopatis (Illyrio), 66942, "the man behind him is Ser-Jorah-Mormont."  The last name caught Daenerys. "A knight?"  "No less." Illyrio"
Jorah-Mormont (Ser-Jorah-Mormont), Illyrio-Mopatis (Illyrio), 66942, "the man behind him is Ser-Jorah-Mormont."  The last name caught Daenerys. "A knight?"  "No less." Illyrio"
Illyrio-Mopatis (Illyrio), High-Septon (High-Septon), 67017, ""A knight?"  "No less." Illyrio smiled through his beard. "Anointed with the seven oils by the High-Septon"
High-Septon (High-Septon), Robert-Baratheon (Usurper), 67080, "the seven oils by the High-Septon himself."  "What is he doing here?" she blurted.  "The Usurper"
High-Septon (High-Septon), Illyrio-Mopatis (Illyrio), 67106, "the High-Septon himself."  "What is he doing here?" she blurted.  "The Usurper wanted his head;" Illyrio"
Robert-Baratheon (Usurper), Illyrio-Mopatis (Illyrio), 67106, "the High-Septon himself."  "What is he doing here?" she blurted.  "The Usurper wanted his head;" Illyrio"
Jorah-Mormont (Ser-Jorah), Daenerys-Targaryen (Dany), 67389, "chattel."  "I shall wish to speak with Ser-Jorah before the night is done;" her brother said. Dany"
Drogo (the-khal), Daenerys-Targaryen (Dany), 67883, "moist hand on her bare shoulder. "Over there; sweet princess;" he whispered; "there is the-khal himself."  Dany"
Illyrio-Mopatis (Illyrio), Drogo (the-khal), 68629, "bring him to you."  Her brother took her by the arm as Illyrio waddled over to the-khal"
Drogo (Khal-Drogo), Aegon-I (Aegon-the-Dragonlord), 69154, "in disgrace; so the world will know their shame. Khal-Drogo has never lost a fight. He is Aegon-the-Dragonlord"
Aegon-I (Aegon-the-Dragonlord), Daenerys-Targaryen (Dany), 69200, "has never lost a fight. He is Aegon-the-Dragonlord come again; and you will be his queen."  Dany"
