A Game of Thrones (Appendix),Daven-Lannister,Daven Lannister,Ser Daven Lannister,Ser,Daven,Lannister,,
A Game of Thrones (Appendix),Desmera-Redwyne,Desmera Redwyne,Desmera Redwyne,,Desmera,Redwyne,,
A Game of Thrones (Appendix),Desmond-Grell,Desmond Grell,Ser Desmond Grell,Ser,Desmond,Grell,,
A Game of Thrones (Appendix),Dorna-Lannister,Dorna Lannister,Dorna Lannister (Swyft),,Dorna,Lannister,Swyft,
A Game of Thrones (Appendix),Edmyn-Tully,Edmyn Tully,Edmyn Tully,,Edmyn,Tully,,
A Game of Thrones (Appendix),Edric-Dayne,Edric Dayne,Lord Edric Dayne; Ned,Lord,Edric,Dayne,,Ned
A Game of Thrones (Appendix),Euron-Greyjoy,Euron Greyjoy,Euron Greyjoy; Crow's Eye,,Euron,Greyjoy,,Crow's Eye
A Game of Thrones (Appendix),Garlan-Tyrell,Garlan Tyrell,Ser Garlan Tyrell; The Gallant,Ser,Garlan,Tyrell,,The Gallant
A Game of Thrones (Appendix),Garrett-Flowers,Garrett Flowers,Garrett Flowers,,Garrett,Flowers,,
A Game of Thrones (Appendix),Garse-Flowers,Garse Flowers,Garse Flowers,,Garse,Flowers,,
A Game of Thrones (Appendix),Garth-Gardener-(Greenhand),Garth Gardener,King Garth Gardener; Greenhand,King,Garth,Gardener,,Greenhand
A Game of Thrones (Appendix),Garth-Tyrell,Garth Tyrell,Garth Tyrell; The Gross,,Garth,Tyrell,,The Gross
A Game of Thrones (Appendix),Genna-Lannister,Genna Frey,Genna Frey (Lannister),,Genna,Frey,Lannister,
A Game of Thrones (Appendix),Gerion-Lannister,Gerion Lannister,Gerion Lannister; Gery,,Gerion,Lannister,,Gery
A Game of Thrones (Appendix),Gormon-Tyrell,Gormon,Maester Gormon (Tyrell),Maester,Gormon,,Tyrell,
A Game of Thrones (Appendix),Grey-King,The Grey King,The Grey King,,Grey King,,,The Grey King
A Game of Thrones (Appendix),Harlen-Tyrell,Harlen Tyrell,Lord Harlen Tyrell,Lord,Harlen,Tyrell,,
A Game of Thrones (Appendix),Harwyn-Hoare,Harwyn Hoare,King Harwyn Hoare; Hardhand,King,Harwyn,Hoare,,Hardhand
A Game of Thrones (Appendix),Jaehaerys-I-Targaryen,Jaehaerys Targaryen,King Jaehaerys I Targaryen; The Old King/The Conciliator,King,Jaehaerys,Targaryen,,The Old King/The Conciliator
A Game of Thrones (Appendix),Janei-Lannister,Janei Lannister,Janei Lannister,,Janei,Lannister,,
A Game of Thrones (Appendix),Janna-Tyrell,Janna Fossoway,Lady Janna Fossoway (Tyrell),Lady,Janna,Fossoway,Tyrell,
A Game of Thrones (Appendix),Jeyne-Arryn,Jeyne Arryn,Lady Jeyne Arryn (Royce),Lady,Jeyne,Arryn,Royce,
A Game of Thrones (Appendix),Joanna-Lannister,Joanna Lannister,Lady Joanna Lannister,Lady,Joanna,Lannister,,
A Game of Thrones (Appendix),Jon-Fossoway,Jon Fossoway,Ser Jon Fossoway,Ser,Jon,Fossoway,,
A Game of Thrones (Appendix),Joy-Hill,Joy Hill,Joy Hill,,Joy,Hill,,
A Game of Thrones (Appendix),Leyton-Hightower,Leyton Hightower,Lord Leyton Hightower,Lord,Leyton,Hightower,,
A Game of Thrones (Appendix),Lomys,Lomys,Maester Lomys,Maester,Lomys,,,
A Game of Thrones (Appendix),Maron-Greyjoy,Maron Greyjoy,Maron Greyjoy,,Maron,Greyjoy,,
A Game of Thrones (Appendix),Martyn-Lannister,Martyn Lannister,Martyn Lannister,,Martyn,Lannister,,
A Game of Thrones (Appendix),Mellario-Martell,Mellario Martell,Lady Mellario Martell; of Norvos,Lady,Mellario,Martell,,of Norvos
A Game of Thrones (Appendix),Mina-Tyrell,Mina Redwyne,Lady Mina Redwyne (Tyrell),Lady,Mina,Redwyne,Tyrell,
A Game of Thrones (Appendix),Minisa-Tully,Minisa Tully,Lady Minisa Tully (Whent),Lady,Minisa,Tully,Whent,
A Game of Thrones (Appendix),Mors-Martell,Mors Martell,Lord Mors Martell,Lord,Mors,Martell,,
A Game of Thrones (Appendix),Moryn-Tyrell,Moryn Tyrell,Ser Moryn Tyrell,Ser,Moryn,Tyrell,,
A Game of Thrones (Appendix),Myriah-Martell,Myriah Martell,Princess Myriah Martell,Princess,Myriah,Martell,,
A Game of Thrones (Appendix),Myrielle-Lannister,Myrielle Lannister,Myrielle Lannister,,Myrielle,Lannister,,
A Game of Thrones (Appendix),Nymeria,Nymeria,Queen Nymeria,Queen,Nymeria,,,
A Game of Thrones (Appendix),Oberyn-Martell,Oberyn Martell,Prince Oberyn Martell,Prince,Oberyn,Martell,,
A Game of Thrones (Appendix),Olenna-Redwyne,Olenna Tyrell,Lady Olenna Tyrell (Redwyne); Queen of Thorns,Lady,Olenna,Tyrell,Redwyne,Queen of Thorns
A Game of Thrones (Appendix),Orys-Baratheon,Orys Baratheon,Lord Orys Baratheon,Lord,Orys,Baratheon,,
A Game of Thrones (Appendix),Paxter-Redwyne,Paxter Redwyne,Lord Paxter Redwyne,Lord,Paxter,Redwyne,,
A Game of Thrones (Appendix),Qhored-I-Hoare,Qhored Hoare,King Qhored Hoare,King,Qhored,Hoare,,
A Game of Thrones (Appendix),Quentyn-Martell,Quentyn Martell,Prince Quentyn Martell,Prince,Quentyn,Martell,,
A Game of Thrones (Appendix),Rhaella-Targaryen,Rhaella Targaryen,Queen Rhaella Targaryen; Wife of Aerys II,Queen,Rhaella,Targaryen,,Wife of Aerys II
A Game of Thrones (Appendix),Rhaenyra-Targaryen,Rhaenyra Targaryen,Rhaenyra Targaryen,,Rhaenyra,Targaryen,,
A Game of Thrones (Appendix),Rhaenys-Targaryen,Rhaenys Targaryen,Rhaenys Targaryen; Wife of Aegon I,,Rhaenys,Targaryen,,Wife of Aegon I
A Game of Thrones (Appendix),Robin-Ryger,Robin Ryger,Robin Ryger,,Robin,Ryger,,
A Game of Thrones (Appendix),Rodrik-Greyjoy,Rodrik Greyjoy,Rodrik Greyjoy,,Rodrik,Greyjoy,,
A Game of Thrones (Appendix),Rowena-Arryn,Rowena Arryn,Lady Rowena Arryn,Lady,Rowena,Arryn,,
A Game of Thrones (Appendix),Shireen-Baratheon,Shireen Baratheon,Lady Shireen Baratheon,Lady,Shireen,Baratheon,,
A Game of Thrones (Appendix),Stafford-Lannister,Stafford Lannister,Ser Stafford Lannister,Ser,Stafford,Lannister,,
A Game of Thrones (Appendix),Tion-Frey,Tion Frey,Tion Frey,,Tion,Frey,,
A Game of Thrones (Appendix),Trystane-Martell,Trystane Martell,Prince Trystane Martell,Prince,Trystane,Martell,,
A Game of Thrones (Appendix),Tygett-Lannister,Tygett Lannister,Ser Tygett Lannister; Tyg,Ser,Tygett,Lannister,,Tyg
A Game of Thrones (Appendix),Tyrek-Lannister,Tyrek Lannister,Tyrek Lannister,,Tyrek,Lannister,,
A Game of Thrones (Appendix),Urron-Greyiron,Urron Greyiron,King Urron Greyiron; Redhand,King,Urron,Greyiron,,Redhand
A Game of Thrones (Appendix),Utherydes-Wayn,Utherydes Wayn,Utherydes Wayn,,Utherydes,Wayn,,
A Game of Thrones (Appendix),Vickon-Greyjoy,Vickon Greyjoy,Lord Vickon Greyjoy,Lord,Vickon,Greyjoy,,
A Game of Thrones (Appendix),Victarion-Greyjoy,Victarion Greyjoy,Victarion Greyjoy,,Victarion,Greyjoy,,
A Game of Thrones (Appendix),Visenya-Targaryen,Visenya Targaryen,Visenya Targaryen; Wife of Aegon I,,Visenya,Targaryen,,Wife of Aegon I
A Game of Thrones (Appendix),Viserys-Targaryen,Viserys Targaryen,King Viserys I Targaryen,King,Viserys,Targaryen,,
A Game of Thrones (Appendix),Viserys-Targaryen,Viserys Targaryen,King Viserys II Targaryen,King,Viserys,Targaryen,,
A Game of Thrones (Appendix),Vortimer-Crane,Vortimer Crane,Ser Vortimer Crane,Ser,Vortimer,Crane,,
A Game of Thrones (Appendix),Willas-Tyrell,Willas Tyrell,Willas Tyrell,,Willas,Tyrell,,
A Game of Thrones (Appendix),Willem-Lannister,Willem Lannister,Willem Lannister,,Willem,Lannister,,
